Ticker 1,Ticker 2,P-Value
EFX,FLS,0.0308
EFX,FMC,0.0271
EFX,FOSL,0.0441
EFX,FSLR,0.0339
EFX,FTI,0.0433
EFX,GCI,0.0276
EFX,GE,0.0434
EFX,GILD,0.0135
EFX,GLW,0.0441
EFX,GME,0.0419
EFX,GNW,0.0434
EFX,GOOG,0.0433
EFX,GS,0.0443
EFX,GT,0.0437
EFX,GWW,0.0125
EFX,HBAN,0.0309
EFX,HIG,0.0433
EFX,HON,0.0259
EFX,HP,0.0438
EFX,HPQ,0.0374
EFX,HST,0.0328
EFX,HSY,0.0435
EFX,HUM,0.0209
EFX,IBM,0.0431
EFX,ICE,0.0407
EFX,INTC,0.0459
EFX,INTU,0.0404
EFX,IP,0.0429
EFX,IR,0.0257
EFX,IRM,0.0061
EFX,ISRG,0.0414
EFX,IVZ,0.0444
EFX,JBL,0.0457
EFX,JCI,0.0438
EFX,JNJ,0.0323
EFX,JPM,0.0473
EFX,K,0.0224
EFX,KEY,0.0369
EFX,KIM,0.0425
EFX,KLAC,0.0455
EFX,KMB,0.0322
EFX,KMI,0.0417
EFX,KO,0.0248
EFX,KR,0.0255
EFX,KSS,0.0422
EFX,L,0.0318
EFX,LEG,0.0103
EFX,LH,0.0402
EFX,LMT,0.0181
EFX,LNC,0.0333
EFX,LRCX,0.0448
EFX,LUV,0.0312
EFX,M,0.0476
EFX,MA,0.0422
EFX,MAR,0.0157
EFX,MAT,0.0496
EFX,MCD,0.0252
EFX,MCHP,0.0278
EFX,MCK,0.0404
EFX,MDT,0.0384
EFX,MET,0.0238
EFX,MMC,0.0404
EFX,MMM,0.0340
EFX,MNST,0.0406
EFX,MO,0.0391
EFX,MOS,0.0401
EFX,MPC,0.0463
EFX,MS,0.0435
EFX,MSFT,0.0397
EFX,MSI,0.0395
EFX,MTB,0.0230
EFX,MU,0.0438
EFX,MUR,0.0451
EFX,NBR,0.0352
EFX,NDAQ,0.0427
EFX,NE,0.0201
EFX,NEE,0.0288
EFX,NEM,0.0422
EFX,NFLX,0.0479
EFX,NI,0.0157
EFX,NOC,0.0391
EFX,NRG,0.0430
EFX,NSC,0.0447
EFX,NTAP,0.0231
EFX,NTRS,0.0449
EFX,NU,0.0394
EFX,NVDA,0.0402
EFX,NWL,0.0340
EFX,NWSA,0.0450
EFX,OI,0.0443
EFX,OKE,0.0460
EFX,ORCL,0.0424
EFX,ORLY,0.0291
EFX,OXY,0.0452
EFX,PAYX,0.0450
EFX,PBI,0.0360
EFX,PCAR,0.0362
EFX,PGR,0.0312
EFX,PH,0.0437
EFX,PM,0.0427
EFX,PNC,0.0355
EFX,PNW,0.0052
EFX,PPG,0.0205
EFX,PPL,0.0119
EFX,PRGO,0.0405
EFX,PRU,0.0393
EFX,PWR,0.0317
EFX,PX,0.0430
EFX,QCOM,0.0340
EFX,R,0.0430
EFX,RF,0.0424
EFX,RHI,0.0468
EFX,RL,0.0457
EFX,ROK,0.0419
EFX,ROP,0.0467
EFX,ROST,0.0464
EFX,RRC,0.0433
EFX,RSG,0.0308
EFX,S,0.0323
EFX,SBUX,0.0460
EFX,SCHW,0.0485
EFX,SE,0.0432
EFX,SEE,0.0212
EFX,SHLD,0.0443
EFX,SJM,0.0371
EFX,SLM,0.0411
EFX,SNA,0.0387
EFX,SO,0.0274
EFX,SRE,0.0319
EFX,STI,0.0371
EFX,STT,0.0428
EFX,STX,0.0429
EFX,SUN,0.0180
EFX,SYK,0.0462
EFX,SYY,0.0435
EFX,T,0.0266
EFX,TAP,0.0273
EFX,TDC,0.0244
EFX,TE,0.0450
EFX,TEL,0.0429
EFX,TER,0.0499
EFX,TGT,0.0424
EFX,THC,0.0491
EFX,TJX,0.0393
EFX,TRIP,0.0415
EFX,TROW,0.0377
EFX,TRV,0.0419
EFX,TSN,0.0186
EFX,TXN,0.0270
EFX,TXT,0.0324
EFX,UNH,0.0472
EFX,UNM,0.0332
EFX,UPS,0.0467
EFX,URBN,0.0412
EFX,USB,0.0274
EFX,V,0.0292
EFX,VFC,0.0464
EFX,VLO,0.0462
EFX,VMC,0.0355
EFX,VNO,0.0163
EFX,VRSN,0.0412
EFX,VTR,0.0109
EFX,VZ,0.0218
EFX,WDC,0.0431
EFX,WEC,0.0208
EFX,WFC,0.0496
EFX,WHR,0.0418
EFX,WM,0.0232
EFX,WMB,0.0355
EFX,WMT,0.0414
EFX,WYNN,0.0459
EFX,XEL,0.0193
EFX,XRAY,0.0164
EFX,XRX,0.0274
EFX,YUM,0.0098
EFX,ZION,0.0364
EIX,MMM,0.0413
EIX,V,0.0318
EL,GNW,0.0492
EL,KEY,0.0287
EL,NSC,0.0283
EL,NTRS,0.0311
EL,NVDA,0.0045
EL,ORCL,0.0397
EL,PH,0.0212
EL,R,0.0091
EL,RF,0.0220
EL,STT,0.0227
EMC,F,0.0178
EMC,GPC,0.0152
EMC,MPC,0.0066
EMC,ORCL,0.0168
EMC,TEL,0.0283
EMC,THC,0.0213
EMC,WYNN,0.0388
EMN,EQR,0.0115
EMN,L,0.0070
EMN,MO,0.0355
EMN,PPL,0.0325
EMN,UPS,0.0216
EMN,WY,0.0254
EOG,EXC,0.0167
EOG,FDX,0.0116
EOG,FE,0.0388
EOG,FLS,0.0148
EOG,HIG,0.0328
EOG,IP,0.0013
EOG,KMX,0.0216
EOG,KO,0.0122
EOG,KR,0.0290
EOG,MAS,0.0206
EOG,MCD,0.0053
EOG,MCK,0.0229
EOG,MET,0.0494
EOG,MNST,0.0104
EOG,MOS,0.0473
EOG,MRK,0.0223
EOG,NBR,0.0476
EOG,NOV,0.0229
EOG,NWL,0.0019
EOG,PCAR,0.0001
EOG,PFE,0.0334
EOG,PM,0.0275
EOG,PNW,0.0465
EOG,PPG,0.0295
EOG,PPL,0.0324
EOG,PRU,0.0073
EOG,PX,0.0346
EOG,RHI,0.0450
EOG,RSG,0.0201
EOG,S,0.0303
EOG,SHLD,0.0442
EOG,SO,0.0460
EOG,STI,0.0125
EOG,SWK,0.0030
EOG,T,0.0339
EOG,TDC,0.0295
EOG,TGT,0.0132
EOG,TMO,0.0008
EOG,TROW,0.0359
EOG,TRV,0.0423
EOG,UNP,0.0382
EOG,UPS,0.0290
EOG,VFC,0.0094
EOG,VNO,0.0345
EOG,VRSN,0.0215
EOG,VZ,0.0149
EOG,WEC,0.0245
EOG,WHR,0.0064
EOG,WM,0.0490
EOG,WY,0.0158
EOG,XRAY,0.0393
EOG,XRX,0.0238
EQR,EQT,0.0264
EQR,ETR,0.0021
EQR,EW,0.0056
EQR,EXC,0.0114
EQR,EXPE,0.0484
EQR,F,0.0155
EQR,FAST,0.0060
EQR,FE,0.0248
EQR,FFIV,0.0046
EQR,FHN,0.0266
EQR,FIS,0.0424
EQR,FMC,0.0365
EQR,FOSL,0.0298
EQR,FTI,0.0039
EQR,GD,0.0143
EQR,GE,0.0047
EQR,GILD,0.0040
EQR,GIS,0.0012
EQR,GLW,0.0137
EQR,GNW,0.0126
EQR,GOOG,0.0285
EQR,GPC,0.0197
EQR,GS,0.0096
EQR,GWW,0.0165
EQR,HAL,0.0419
EQR,HAS,0.0241
EQR,HIG,0.0133
EQR,HP,0.0334
EQR,HPQ,0.0194
EQR,HRL,0.0370
EQR,IBM,0.0442
EQR,ICE,0.0325
EQR,IFF,0.0013
EQR,INTU,0.0471
EQR,IR,0.0310
EQR,ISRG,0.0428
EQR,IVZ,0.0406
EQR,JBL,0.0033
EQR,JCI,0.0113
EQR,JNJ,0.0139
EQR,JPM,0.0062
EQR,KLAC,0.0043
EQR,KMI,0.0352
EQR,KMX,0.0278
EQR,KR,0.0041
EQR,L,0.0006
EQR,LH,0.0054
EQR,LLY,0.0149
EQR,LNC,0.0193
EQR,LRCX,0.0097
EQR,MA,0.0194
EQR,MCK,0.0157
EQR,MDT,0.0223
EQR,MKC,0.0123
EQR,MMM,0.0044
EQR,MNST,0.0120
EQR,MO,0.0033
EQR,MOS,0.0205
EQR,MPC,0.0415
EQR,MS,0.0219
EQR,MSFT,0.0139
EQR,MU,0.0429
EQR,NBR,0.0371
EQR,NDAQ,0.0084
EQR,NEM,0.0055
EQR,NFLX,0.0157
EQR,NI,0.0015
EQR,NOC,0.0025
EQR,NOV,0.0205
EQR,NRG,0.0096
EQR,NSC,0.0408
EQR,NTRS,0.0145
EQR,NVDA,0.0318
EQR,OKE,0.0070
EQR,OMC,0.0336
EQR,ORCL,0.0244
EQR,ORLY,0.0004
EQR,PBI,0.0085
EQR,PCG,0.0225
EQR,PG,0.0065
EQR,PH,0.0388
EQR,PM,0.0311
EQR,PPG,0.0245
EQR,PPL,0.0030
EQR,PSA,0.0152
EQR,PWR,0.0326
EQR,R,0.0211
EQR,RHI,0.0067
EQR,RL,0.0109
EQR,ROK,0.0233
EQR,RSG,0.0464
EQR,S,0.0028
EQR,SCHW,0.0090
EQR,SE,0.0078
EQR,SHLD,0.0029
EQR,SLB,0.0164
EQR,SLM,0.0384
EQR,SO,0.0103
EQR,STI,0.0236
EQR,STT,0.0133
EQR,STX,0.0210
EQR,STZ,0.0138
EQR,SYY,0.0117
EQR,T,0.0069
EQR,TAP,0.0408
EQR,TDC,0.0238
EQR,TEL,0.0081
EQR,TGT,0.0314
EQR,THC,0.0314
EQR,TJX,0.0062
EQR,TRIP,0.0466
EQR,TRV,0.0261
EQR,UNH,0.0162
EQR,UPS,0.0039
EQR,URBN,0.0017
EQR,V,0.0367
EQR,VRSN,0.0104
EQR,VTR,0.0228
EQR,VZ,0.0264
EQR,WAT,0.0064
EQR,WDC,0.0264
EQR,WEC,0.0058
EQR,WFC,0.0334
EQR,WMB,0.0126
EQR,WMT,0.0155
EQR,WU,0.0014
EQR,WY,0.0279
EQR,WYNN,0.0358
EQR,XEL,0.0064
EQR,XRAY,0.0123
EQR,XRX,0.0080
EQR,XYL,0.0394
EQT,HP,0.0430
EQT,HPQ,0.0498
EQT,NBR,0.0332
EQT,OMC,0.0053
EQT,PCG,0.0243
EQT,PEP,0.0031
EQT,PRU,0.0236
EQT,S,0.0394
EQT,SLM,0.0150
EQT,V,0.0003
ETN,FSLR,0.0105
ETN,K,0.0437
ETR,FIS,0.0179
ETR,FMC,0.0248
ETR,GILD,0.0314
ETR,GIS,0.0457
ETR,IFF,0.0481
ETR,NI,0.0161
ETR,PPL,0.0197
ETR,PSA,0.0481
ETR,STZ,0.0137
ETR,UPS,0.0464
EW,F,0.0479
EW,FAST,0.0311
EW,FE,0.0372
EW,FFIV,0.0297
EW,FMC,0.0425
EW,FTI,0.0356
EW,GE,0.0168
EW,GIS,0.0042
EW,GPC,0.0232
EW,GS,0.0463
EW,HAL,0.0435
EW,HAS,0.0220
EW,HIG,0.0286
EW,HP,0.0299
EW,ICE,0.0432
EW,IFF,0.0136
EW,JBL,0.0053
EW,JCI,0.0016
EW,JPM,0.0277
EW,KLAC,0.0142
EW,KMX,0.0346
EW,KR,0.0165
EW,L,0.0170
EW,LH,0.0364
EW,LLY,0.0259
EW,LRCX,0.0371
EW,MA,0.0095
EW,MKC,0.0175
EW,MMC,0.0367
EW,MO,0.0129
EW,MOS,0.0128
EW,MPC,0.0357
EW,MSFT,0.0086
EW,NDAQ,0.0088
EW,NEM,0.0387
EW,NFLX,0.0028
EW,NI,0.0256
EW,NOV,0.0289
EW,NRG,0.0028
EW,OKE,0.0053
EW,PBI,0.0124
EW,PCG,0.0328
EW,PG,0.0167
EW,PPL,0.0383
EW,PRU,0.0360
EW,PWR,0.0482
EW,RHI,0.0191
EW,RL,0.0075
EW,ROK,0.0121
EW,S,0.0219
EW,SCHW,0.0033
EW,SE,0.0053
EW,SHLD,0.0140
EW,SLB,0.0042
EW,STT,0.0436
EW,SYY,0.0450
EW,TAP,0.0191
EW,TEL,0.0351
EW,TSN,0.0364
EW,UNH,0.0002
EW,UPS,0.0082
EW,URBN,0.0002
EW,VRSN,0.0318
EW,VZ,0.0499
EW,WAT,0.0311
EW,WMT,0.0344
EW,WU,0.0011
EW,WY,0.0057
EW,XYL,0.0451
EXC,FDX,0.0093
EXC,IR,0.0173
EXC,NWL,0.0022
EXC,PRU,0.0040
EXC,STI,0.0219
EXC,TDC,0.0050
EXC,VNO,0.0463
EXC,XRX,0.0235
EXPD,EXPE,0.0023
EXPD,F,0.0035
EXPD,FAST,0.0043
EXPD,FCX,0.0131
EXPD,FE,0.0107
EXPD,FFIV,0.0222
EXPD,FHN,0.0123
EXPD,FIS,0.0243
EXPD,FITB,0.0012
EXPD,FLR,0.0301
EXPD,FLS,0.0273
EXPD,FOSL,0.0034
EXPD,FSLR,0.0045
EXPD,FTI,0.0084
EXPD,GCI,0.0360
EXPD,GD,0.0037
EXPD,GE,0.0093
EXPD,GILD,0.0241
EXPD,GIS,0.0427
EXPD,GLW,0.0015
EXPD,GME,0.0069
EXPD,GNW,0.0008
EXPD,GOOG,0.0050
EXPD,GPC,0.0013
EXPD,GS,0.0049
EXPD,GT,0.0056
EXPD,GWW,0.0381
EXPD,HAL,0.0447
EXPD,HAS,0.0047
EXPD,HBAN,0.0032
EXPD,HD,0.0112
EXPD,HIG,0.0102
EXPD,HOG,0.0325
EXPD,HON,0.0346
EXPD,HP,0.0375
EXPD,HPQ,0.0455
EXPD,HRB,0.0100
EXPD,HRL,0.0036
EXPD,HST,0.0150
EXPD,HSY,0.0003
EXPD,HUM,0.0289
EXPD,IBM,0.0302
EXPD,ICE,0.0225
EXPD,IFF,0.0402
EXPD,INTC,0.0011
EXPD,INTU,0.0268
EXPD,IP,0.0349
EXPD,IRM,0.0339
EXPD,ISRG,0.0052
EXPD,IVZ,0.0010
EXPD,JBL,0.0178
EXPD,JCI,0.0140
EXPD,JNJ,0.0010
EXPD,JPM,0.0115
EXPD,K,0.0091
EXPD,KEY,0.0004
EXPD,KIM,0.0193
EXPD,KLAC,0.0108
EXPD,KMB,0.0449
EXPD,KMI,0.0463
EXPD,KMX,0.0135
EXPD,KO,0.0296
EXPD,KR,0.0381
EXPD,KSS,0.0080
EXPD,L,0.0091
EXPD,LEN,0.0361
EXPD,LH,0.0069
EXPD,LLY,0.0364
EXPD,LMT,0.0391
EXPD,LNC,0.0007
EXPD,LOW,0.0182
EXPD,LRCX,0.0042
EXPD,LUV,0.0209
EXPD,M,0.0088
EXPD,MA,0.0217
EXPD,MAR,0.0268
EXPD,MCD,0.0314
EXPD,MCHP,0.0134
EXPD,MCK,0.0434
EXPD,MCO,0.0207
EXPD,MDT,0.0115
EXPD,MET,0.0218
EXPD,MKC,0.0240
EXPD,MMC,0.0147
EXPD,MMM,0.0264
EXPD,MNST,0.0183
EXPD,MO,0.0105
EXPD,MOS,0.0265
EXPD,MPC,0.0047
EXPD,MS,0.0037
EXPD,MSFT,0.0104
EXPD,MSI,0.0072
EXPD,MTB,0.0020
EXPD,MU,0.0005
EXPD,MUR,0.0366
EXPD,NBR,0.0370
EXPD,NDAQ,0.0095
EXPD,NE,0.0327
EXPD,NEE,0.0015
EXPD,NEM,0.0064
EXPD,NFLX,0.0330
EXPD,NI,0.0227
EXPD,NKE,0.0393
EXPD,NOC,0.0040
EXPD,NRG,0.0208
EXPD,NSC,0.0008
EXPD,NTAP,0.0134
EXPD,NTRS,0.0034
EXPD,NU,0.0021
EXPD,NUE,0.0005
EXPD,NVDA,0.0013
EXPD,NWL,0.0351
EXPD,NWSA,0.0057
EXPD,OI,0.0319
EXPD,OKE,0.0281
EXPD,OMC,0.0470
EXPD,ORCL,0.0010
EXPD,ORLY,0.0122
EXPD,PAYX,0.0038
EXPD,PBI,0.0140
EXPD,PCG,0.0373
EXPD,PEG,0.0247
EXPD,PEP,0.0328
EXPD,PFE,0.0194
EXPD,PFG,0.0039
EXPD,PG,0.0399
EXPD,PGR,0.0191
EXPD,PH,0.0018
EXPD,PHM,0.0018
EXPD,PLD,0.0250
EXPD,PM,0.0357
EXPD,PNC,0.0023
EXPD,PNW,0.0322
EXPD,PPL,0.0238
EXPD,PRGO,0.0211
EXPD,PSX,0.0000
EXPD,PWR,0.0112
EXPD,PX,0.0342
EXPD,QCOM,0.0493
EXPD,R,0.0026
EXPD,RF,0.0005
EXPD,RHI,0.0291
EXPD,RL,0.0165
EXPD,ROK,0.0075
EXPD,ROP,0.0153
EXPD,ROST,0.0378
EXPD,RRC,0.0281
EXPD,RSG,0.0311
EXPD,S,0.0374
EXPD,SBUX,0.0459
EXPD,SCHW,0.0136
EXPD,SE,0.0136
EXPD,SEE,0.0266
EXPD,SHLD,0.0175
EXPD,SHW,0.0420
EXPD,SJM,0.0423
EXPD,SLM,0.0294
EXPD,SNA,0.0202
EXPD,SO,0.0122
EXPD,SPG,0.0018
EXPD,SRE,0.0114
EXPD,STI,0.0284
EXPD,STT,0.0045
EXPD,STX,0.0023
EXPD,STZ,0.0409
EXPD,SUN,0.0118
EXPD,SYK,0.0275
EXPD,SYY,0.0016
EXPD,T,0.0276
EXPD,TAP,0.0156
EXPD,TDC,0.0360
EXPD,TE,0.0315
EXPD,TEL,0.0028
EXPD,TER,0.0183
EXPD,TGT,0.0477
EXPD,THC,0.0037
EXPD,TJX,0.0183
EXPD,TRIP,0.0108
EXPD,TROW,0.0216
EXPD,TRV,0.0081
EXPD,TSN,0.0418
EXPD,TXN,0.0172
EXPD,TXT,0.0058
EXPD,UNH,0.0295
EXPD,UNM,0.0247
EXPD,UPS,0.0411
EXPD,URBN,0.0293
EXPD,USB,0.0030
EXPD,V,0.0324
EXPD,VFC,0.0370
EXPD,VLO,0.0009
EXPD,VMC,0.0053
EXPD,VNO,0.0297
EXPD,VRSN,0.0344
EXPD,VTR,0.0125
EXPD,WAT,0.0114
EXPD,WDC,0.0016
EXPD,WEC,0.0253
EXPD,WFC,0.0145
EXPD,WHR,0.0434
EXPD,WM,0.0329
EXPD,WMB,0.0461
EXPD,WMT,0.0336
EXPD,WU,0.0291
EXPD,WYNN,0.0004
EXPD,XEL,0.0120
EXPD,XOM,0.0011
EXPD,XRX,0.0354
EXPD,XYL,0.0022
EXPD,YUM,0.0256
EXPD,ZION,0.0029
EXPE,FOSL,0.0008
EXPE,GOOG,0.0285
EXPE,HRB,0.0171
EXPE,IVZ,0.0078
EXPE,R,0.0140
F,FAST,0.0325
F,GD,0.0063
F,HAS,0.0364
F,ORCL,0.0146
F,PWR,0.0409
F,THC,0.0017
F,WU,0.0288
F,WYNN,0.0454
FAST,GD,0.0409
FAST,GPC,0.0235
FAST,MKC,0.0490
FAST,WAT,0.0225
FCX,K,0.0020
FCX,KEY,0.0381
FCX,MCHP,0.0011
FCX,MTB,0.0313
FCX,NEE,0.0005
FCX,NU,0.0487
FCX,NUE,0.0302
FCX,PSX,0.0484
FCX,SUN,0.0169
FCX,TXN,0.0165
FCX,TXT,0.0077
FDX,HAL,0.0091
FDX,KO,0.0053
FDX,KR,0.0175
FDX,MCD,0.0331
FDX,MRK,0.0316
FDX,NBR,0.0432
FDX,NOV,0.0232
FDX,NWL,0.0455
FDX,PCAR,0.0239
FDX,PRU,0.0061
FDX,RSG,0.0196
FDX,S,0.0286
FDX,STI,0.0097
FDX,VZ,0.0310
FE,GNW,0.0364
FE,GPC,0.0150
FE,HRL,0.0287
FE,KMX,0.0079
FE,MKC,0.0100
FE,NEM,0.0389
FE,THC,0.0439
FE,WAT,0.0106
FE,WYNN,0.0415
FFIV,LH,0.0362
FFIV,MA,0.0406
FFIV,MMM,0.0390
FFIV,NI,0.0417
FFIV,RL,0.0404
FFIV,STZ,0.0444
FFIV,WMT,0.0296
FHN,FOSL,0.0190
FHN,FTI,0.0108
FHN,GOOG,0.0392
FHN,GPC,0.0401
FHN,GS,0.0467
FHN,HAS,0.0423
FHN,HRB,0.0259
FHN,IVZ,0.0301
FHN,KLAC,0.0347
FHN,LH,0.0337
FHN,LRCX,0.0428
FHN,MMC,0.0433
FHN,MPC,0.0108
FHN,MSFT,0.0412
FHN,NDAQ,0.0439
FHN,NSC,0.0324
FHN,NTRS,0.0278
FHN,NWSA,0.0024
FHN,ORCL,0.0226
FHN,PH,0.0115
FHN,R,0.0167
FHN,RL,0.0389
FHN,ROK,0.0378
FHN,STT,0.0308
FHN,STX,0.0461
FHN,SYY,0.0231
FHN,TEL,0.0425
FHN,THC,0.0433
FHN,VLO,0.0212
FHN,WFC,0.0457
FHN,WYNN,0.0381
FHN,XYL,0.0200
FITB,FSLR,0.0158
FITB,HST,0.0353
FITB,KSS,0.0379
FITB,NTAP,0.0311
FLR,K,0.0235
FLR,PPG,0.0334
FLS,PCAR,0.0118
FLS,TE,0.0367
FLS,TROW,0.0365
FMC,GILD,0.0099
FMC,GWW,0.0185
FMC,IR,0.0457
FMC,KR,0.0305
FMC,NI,0.0354
FMC,PPL,0.0281
FMC,PRU,0.0072
FMC,S,0.0212
FMC,T,0.0075
FMC,TGT,0.0367
FMC,V,0.0136
FMC,VZ,0.0353
FMC,WEC,0.0117
FMC,YUM,0.0176
FOSL,GNW,0.0394
FOSL,GOOG,0.0134
FOSL,R,0.0328
FOSL,SYY,0.0356
FSLR,GNW,0.0381
FSLR,GOOG,0.0417
FSLR,HBAN,0.0131
FSLR,HD,0.0136
FSLR,HST,0.0007
FSLR,ITW,0.0380
FSLR,IVZ,0.0179
FSLR,KEY,0.0027
FSLR,KIM,0.0460
FSLR,KSS,0.0110
FSLR,M,0.0448
FSLR,MMC,0.0339
FSLR,MSI,0.0252
FSLR,MTB,0.0071
FSLR,NSC,0.0187
FSLR,NTAP,0.0118
FSLR,NVDA,0.0090
FSLR,PAYX,0.0297
FSLR,PGR,0.0117
FSLR,PH,0.0292
FSLR,PHM,0.0093
FSLR,PNC,0.0050
FSLR,PWR,0.0473
FSLR,R,0.0256
FSLR,RF,0.0031
FSLR,SPG,0.0315
FSLR,SRE,0.0014
FSLR,SUN,0.0034
FSLR,SYY,0.0442
FSLR,TROW,0.0334
FSLR,TXT,0.0094
FSLR,USB,0.0011
FSLR,VMC,0.0064
FSLR,ZION,0.0111
FTI,GNW,0.0434
FTI,GS,0.0024
FTI,JBL,0.0313
FTI,JPM,0.0045
FTI,KLAC,0.0248
FTI,LH,0.0045
FTI,LRCX,0.0236
FTI,MKC,0.0068
FTI,MMC,0.0177
FTI,MS,0.0033
FTI,MSFT,0.0497
FTI,NTRS,0.0100
FTI,ORCL,0.0292
FTI,PG,0.0447
FTI,ROK,0.0285
FTI,STT,0.0071
FTI,TEL,0.0495
FTI,WU,0.0096
GCI,HOG,0.0177
GCI,HPQ,0.0486
GCI,IPG,0.0423
GCI,KIM,0.0119
GCI,KO,0.0212
GCI,MSI,0.0357
GCI,MUR,0.0245
GCI,PCAR,0.0200
GCI,PNW,0.0489
GCI,PRU,0.0408
GCI,RSG,0.0064
GCI,TROW,0.0274
GCI,VNO,0.0482
GCI,YUM,0.0483
GD,WAT,0.0488
GE,KLAC,0.0114
GILD,GIS,0.0486
GILD,GWW,0.0494
GILD,IFF,0.0373
GILD,NI,0.0104
GILD,PRU,0.0212
GILD,RHI,0.0330
GILD,S,0.0076
GILD,T,0.0021
GILD,TDC,0.0242
GILD,VZ,0.0209
GILD,WEC,0.0324
GILD,XRX,0.0298
GIS,KLAC,0.0360
GIS,L,0.0026
GIS,MA,0.0155
GIS,MCK,0.0390
GIS,NEM,0.0450
GIS,NFLX,0.0130
GIS,NI,0.0011
GIS,NRG,0.0460
GIS,OKE,0.0182
GIS,PBI,0.0278
GIS,PPL,0.0062
GIS,RHI,0.0142
GIS,S,0.0136
GIS,SE,0.0158
GIS,TRV,0.0479
GIS,UNH,0.0247
GIS,UPS,0.0241
GIS,URBN,0.0059
GIS,VRSN,0.0067
GLW,GNW,0.0453
GME,MDT,0.0303
GME,NUE,0.0353
GME,SO,0.0491
GNW,GPC,0.0129
GNW,LRCX,0.0425
GNW,MKC,0.0313
GNW,MMC,0.0455
GNW,NOC,0.0448
GNW,NVDA,0.0370
GNW,ORCL,0.0023
GNW,STX,0.0147
GNW,SYY,0.0092
GNW,TEL,0.0242
GNW,VLO,0.0309
GNW,WDC,0.0053
GNW,WYNN,0.0229
GPC,GS,0.0074
GPC,HAS,0.0189
GPC,HRL,0.0093
GPC,HSY,0.0299
GPC,ISRG,0.0342
GPC,IVZ,0.0123
GPC,JBL,0.0327
GPC,JCI,0.0169
GPC,JNJ,0.0061
GPC,JPM,0.0144
GPC,KLAC,0.0079
GPC,L,0.0125
GPC,LH,0.0287
GPC,LNC,0.0033
GPC,LRCX,0.0240
GPC,MDT,0.0444
GPC,MKC,0.0119
GPC,MPC,0.0050
GPC,MS,0.0128
GPC,MSFT,0.0147
GPC,MU,0.0077
GPC,NDAQ,0.0202
GPC,NEM,0.0016
GPC,NOC,0.0207
GPC,NSC,0.0063
GPC,NTRS,0.0120
GPC,NVDA,0.0024
GPC,ORCL,0.0017
GPC,ORLY,0.0189
GPC,PBI,0.0288
GPC,PWR,0.0270
GPC,R,0.0098
GPC,RL,0.0190
GPC,ROK,0.0136
GPC,SCHW,0.0175
GPC,SE,0.0152
GPC,SHLD,0.0199
GPC,SO,0.0390
GPC,STT,0.0110
GPC,STX,0.0009
GPC,SYY,0.0203
GPC,TAP,0.0213
GPC,TEL,0.0005
GPC,THC,0.0160
GPC,TJX,0.0370
GPC,TRV,0.0269
GPC,VLO,0.0070
GPC,WAT,0.0109
GPC,WDC,0.0022
GPC,WU,0.0370
GPC,WYNN,0.0011
GPC,XEL,0.0416
GPC,XYL,0.0111
GS,LH,0.0435
GS,MPC,0.0429
GT,KSS,0.0487
GT,M,0.0409
GT,PAYX,0.0242
GT,PRGO,0.0373
HAL,IPG,0.0248
HAL,KO,0.0209
HAL,KR,0.0031
HAL,MRK,0.0117
HAL,NWL,0.0405
HAL,OMC,0.0391
HAL,PCAR,0.0048
HAL,PM,0.0146
HAL,PRU,0.0170
HAL,RSG,0.0031
HAL,S,0.0331
HAL,V,0.0479
HAL,VRSN,0.0225
HAL,WM,0.0497
HBAN,NWSA,0.0159
HBAN,PH,0.0482
HD,KSS,0.0299
HD,MSI,0.0102
HD,NTAP,0.0072
HD,SRE,0.0277
HD,USB,0.0175
HIG,KMX,0.0070
HIG,MNST,0.0056
HIG,MO,0.0241
HIG,OKE,0.0361
HIG,SE,0.0226
HIG,SHLD,0.0460
HIG,TRV,0.0074
HIG,VZ,0.0188
HOG,HST,0.0169
HOG,IPG,0.0065
HOG,KIM,0.0001
HOG,KO,0.0051
HOG,LOW,0.0186
HOG,MET,0.0288
HOG,MSI,0.0003
HOG,MUR,0.0444
HOG,NTAP,0.0185
HOG,PCAR,0.0012
HOG,PNC,0.0448
HOG,PNW,0.0365
HOG,PRU,0.0029
HOG,SRE,0.0240
HOG,SUN,0.0129
HOG,TROW,0.0231
HOG,USB,0.0324
HOG,VNO,0.0097
HON,LUV,0.0236
HON,TXN,0.0374
HP,KR,0.0007
HP,MRK,0.0039
HP,PM,0.0036
HP,PRU,0.0448
HP,RSG,0.0150
HP,STI,0.0472
HP,VRSN,0.0350
HPQ,KR,0.0073
HPQ,OMC,0.0194
HPQ,PCAR,0.0294
HPQ,PRU,0.0033
HPQ,S,0.0351
HRB,IVZ,0.0472
HRB,L,0.0366
HRB,LH,0.0341
HRB,LNC,0.0111
HRB,MDT,0.0294
HRB,MMM,0.0270
HRB,MS,0.0468
HRB,R,0.0417
HRB,SPG,0.0171
HRB,SYY,0.0471
HRB,WFC,0.0472
HRL,INTC,0.0244
HRL,JNJ,0.0047
HRL,LNC,0.0116
HRL,MDT,0.0164
HRL,XEL,0.0323
HST,NTAP,0.0027
HST,PGR,0.0416
HST,PNC,0.0421
HST,SRE,0.0342
HST,SUN,0.0391
HST,USB,0.0006
HSY,ISRG,0.0116
HSY,NVDA,0.0395
HSY,WAT,0.0154
HSY,WYNN,0.0209
HUM,ICE,0.0486
