Ticker 1,Ticker 2,P-Value
AVY,DUK,0.0423
AVY,ETR,0.0011
AVY,FIS,0.0451
AVY,GILD,0.0185
AVY,GWW,0.0295
AVY,IFF,0.0166
AVY,IR,0.0375
AVY,L,0.0231
AVY,MCK,0.0287
AVY,NEM,0.0338
AVY,NI,0.0093
AVY,OKE,0.0369
AVY,PPL,0.0040
AVY,S,0.0224
AVY,STZ,0.0454
AVY,TGT,0.0345
AVY,VRSN,0.0354
AVY,WEC,0.0055
AVY,WMB,0.0249
AVY,XEL,0.0216
AVY,XRAY,0.0122
AVY,YUM,0.0462
AXP,BAC,0.0127
AXP,FTI,0.0414
AZO,CMG,0.0140
AZO,EMN,0.0161
AZO,EQR,0.0147
AZO,IFF,0.0088
AZO,L,0.0119
AZO,MO,0.0132
AZO,OKE,0.0305
AZO,ORLY,0.0368
AZO,SE,0.0290
AZO,UPS,0.0010
BA,CAG,0.0016
BA,DLTR,0.0225
BA,EW,0.0009
BA,GIS,0.0318
BA,JBL,0.0023
BA,JPM,0.0405
BA,SCHW,0.0167
BA,UNH,0.0093
BA,URBN,0.0241
BA,WU,0.0102
BAC,BWA,0.0328
BAC,CAT,0.0157
BAC,CCL,0.0329
BAC,FOSL,0.0309
BAC,GOOG,0.0443
BAC,MMC,0.0450
BAC,MPC,0.0313
BAC,NWSA,0.0105
BAC,ORCL,0.0298
BAC,PH,0.0044
BAC,R,0.0426
BAC,SYY,0.0466
BAC,VLO,0.0177
BAX,EQR,0.0454
BAX,EW,0.0426
BAX,FTI,0.0299
BAX,GNW,0.0319
BAX,L,0.0093
BAX,MKC,0.0336
BAX,SYY,0.0476
BAX,TJX,0.0061
BAX,XEL,0.0419
BBBY,D,0.0173
BBBY,EL,0.0013
BBBY,GLW,0.0190
BBBY,MPC,0.0271
BBBY,MU,0.0243
BBBY,NSC,0.0060
BBBY,NVDA,0.0462
BBBY,SYY,0.0458
BBBY,TRIP,0.0188
BBBY,VLO,0.0085
BBBY,WYNN,0.0137
BBBY,XYL,0.0050
BBT,CMS,0.0375
BBT,CRM,0.0246
BBT,DOV,0.0227
BBT,DTE,0.0174
BBT,DV,0.0007
BBT,EXC,0.0289
BBT,FDX,0.0139
BBT,HAL,0.0310
BBT,HPQ,0.0408
BBT,IP,0.0480
BBT,NWL,0.0422
BBT,PCAR,0.0072
BBT,PRU,0.0217
BBT,STI,0.0071
BBT,TGT,0.0165
BBT,VRSN,0.0355
BBY,CME,0.0287
BBY,CMS,0.0491
BBY,CNP,0.0367
BBY,DE,0.0478
BBY,DHR,0.0234
BBY,DRI,0.0239
BBY,DTE,0.0437
BBY,ED,0.0368
BBY,EXC,0.0250
BBY,FDX,0.0261
BBY,FLS,0.0309
BBY,GCI,0.0069
BBY,HAL,0.0261
BBY,HPQ,0.0001
BBY,IPG,0.0072
BBY,KO,0.0152
BBY,KR,0.0039
BBY,MAS,0.0418
BBY,MET,0.0104
BBY,MRK,0.0150
BBY,MSI,0.0454
BBY,MUR,0.0316
BBY,NBR,0.0173
BBY,NOV,0.0456
BBY,OXY,0.0072
BBY,PCAR,0.0010
BBY,PNW,0.0232
BBY,PRU,0.0297
BBY,QCOM,0.0498
BBY,RSG,0.0099
BBY,S,0.0063
BBY,STI,0.0162
BBY,TDC,0.0362
BBY,VNO,0.0190
BBY,VZ,0.0447
BDX,MNST,0.0385
BDX,MOS,0.0192
BEAM,PCAR,0.0174
BEAM,STI,0.0420
BEAM,VFC,0.0131
BEN,D,0.0386
BEN,HAS,0.0141
BEN,MSFT,0.0087
BEN,NDAQ,0.0067
BEN,WU,0.0175
BIIB,BXP,0.0338
BIIB,DE,0.0490
BIIB,DRI,0.0317
BIIB,DVN,0.0139
BIIB,HPQ,0.0247
BIIB,IPG,0.0415
BIIB,KO,0.0351
BIIB,KR,0.0101
BIIB,MTB,0.0476
BIIB,MUR,0.0326
BIIB,NBR,0.0153
BIIB,OMC,0.0395
BIIB,OXY,0.0253
BIIB,PCAR,0.0074
BIIB,PRU,0.0045
BIIB,RSG,0.0449
BIIB,S,0.0268
BIIB,V,0.0428
BIIB,VNO,0.0393
BK,EBAY,0.0162
BK,GE,0.0439
BK,GPC,0.0171
BK,KLAC,0.0393
BK,L,0.0379
BK,LH,0.0161
BLK,BWA,0.0168
BLK,CAT,0.0041
BLK,D,0.0318
BLK,EL,0.0366
BLK,GNW,0.0362
BLK,MMC,0.0090
BLK,NSC,0.0217
BLK,NVDA,0.0003
BLK,ORCL,0.0022
BLK,R,0.0002
BLK,SYY,0.0022
BLK,WYNN,0.0487
BMY,FE,0.0500
BMY,MNST,0.0476
BMY,OKE,0.0388
BSX,CMCSA,0.0226
BSX,CNX,0.0318
BSX,DE,0.0082
BSX,DRI,0.0238
BSX,EIX,0.0072
BSX,LMT,0.0391
BSX,MMM,0.0459
BSX,OMC,0.0240
BSX,PCG,0.0157
BSX,PRU,0.0421
BSX,S,0.0435
BSX,SLM,0.0211
BTU,BXP,0.0027
BWA,GNW,0.0180
BWA,GPC,0.0362
BWA,NVDA,0.0239
BXP,FSLR,0.0460
BXP,HOG,0.0040
BXP,IRM,0.0387
BXP,K,0.0244
BXP,KSS,0.0159
BXP,LEG,0.0358
BXP,NEE,0.0320
BXP,SUN,0.0176
C,CL,0.0229
C,FTI,0.0267
C,JPM,0.0477
CA,M,0.0003
CA,MET,0.0130
CA,SPG,0.0026
CAG,CSCO,0.0043
CAG,DLTR,0.0011
CAG,DUK,0.0477
CAG,EBAY,0.0021
CAG,ECL,0.0302
CAG,EW,0.0318
CAG,FAST,0.0433
CAG,FFIV,0.0466
CAG,FTI,0.0178
CAG,GD,0.0372
CAG,GE,0.0001
CAG,HAS,0.0094
CAG,HIG,0.0219
CAG,JBL,0.0003
CAG,JCI,0.0001
CAG,KLAC,0.0006
CAG,L,0.0007
CAG,LRCX,0.0295
CAG,MO,0.0322
CAG,MOS,0.0132
CAG,MPC,0.0091
CAG,NDAQ,0.0352
CAG,NEM,0.0072
CAG,NI,0.0086
CAG,NOC,0.0274
CAG,NRG,0.0492
CAG,PBI,0.0063
CAG,PPL,0.0223
CAG,ROK,0.0329
CAG,SCHW,0.0029
CAG,SE,0.0058
CAG,SHLD,0.0019
CAG,TEL,0.0150
CAG,THC,0.0194
CAG,UNH,0.0499
CAG,WU,0.0007
CAG,WYNN,0.0481
CAG,XYL,0.0334
CAH,CLX,0.0164
CAH,CPB,0.0049
CAH,GIS,0.0126
CAH,MOS,0.0142
CAH,NFLX,0.0176
CAH,NRG,0.0369
CAH,WU,0.0170
CAT,NSC,0.0376
CAT,NVDA,0.0200
CB,CCI,0.0441
CB,CCL,0.0098
CB,CF,0.0339
CB,CHRW,0.0351
CB,CI,0.0016
CB,CLF,0.0277
CB,CLX,0.0495
CB,CMA,0.0073
CB,CME,0.0484
CB,CMI,0.0111
CB,CNX,0.0496
CB,COF,0.0223
CB,COP,0.0415
CB,COST,0.0492
CB,CRM,0.0350
CB,CSCO,0.0429
CB,CSX,0.0154
CB,CVS,0.0402
CB,CVX,0.0337
CB,D,0.0481
CB,DD,0.0315
CB,DELL,0.0373
CB,DHI,0.0399
CB,DHR,0.0474
CB,DIS,0.0256
CB,DLTR,0.0457
CB,DOV,0.0218
CB,DV,0.0077
CB,DVA,0.0388
CB,EBAY,0.0456
CB,ED,0.0193
CB,EL,0.0211
CB,EMC,0.0497
CB,EMR,0.0131
CB,EOG,0.0188
CB,ETN,0.0294
CB,ETR,0.0453
CB,EW,0.0437
CB,EXPE,0.0119
CB,FAST,0.0494
CB,FDX,0.0292
CB,FFIV,0.0353
CB,FHN,0.0112
CB,FITB,0.0117
CB,FLR,0.0328
CB,FLS,0.0027
CB,FOSL,0.0243
CB,FSLR,0.0201
CB,FTI,0.0324
CB,GCI,0.0168
CB,GLW,0.0445
CB,GNW,0.0302
CB,GOOG,0.0204
CB,GS,0.0274
CB,GT,0.0439
CB,HAL,0.0413
CB,HBAN,0.0130
CB,HD,0.0099
CB,HOG,0.0457
CB,HON,0.0494
CB,HP,0.0430
CB,HPQ,0.0420
CB,HST,0.0122
CB,HUM,0.0269
CB,IP,0.0186
CB,IPG,0.0357
CB,IR,0.0455
CB,ISRG,0.0417
CB,ITW,0.0140
CB,IVZ,0.0121
CB,JBL,0.0423
CB,JPM,0.0330
CB,K,0.0337
CB,KEY,0.0146
CB,KIM,0.0354
CB,KLAC,0.0483
CB,KMB,0.0295
CB,KMX,0.0432
CB,KO,0.0479
CB,KSS,0.0252
CB,LEG,0.0435
CB,LH,0.0395
CB,LNC,0.0373
CB,LOW,0.0254
CB,LRCX,0.0493
CB,M,0.0255
CB,MA,0.0487
CB,MAR,0.0063
CB,MAS,0.0251
CB,MCK,0.0475
CB,MCO,0.0062
CB,MDT,0.0445
CB,MMM,0.0492
CB,MNST,0.0401
CB,MPC,0.0494
CB,MRK,0.0465
CB,MS,0.0219
CB,MSFT,0.0397
CB,MSI,0.0154
CB,MTB,0.0171
CB,MUR,0.0348
CB,NBR,0.0433
CB,NDAQ,0.0263
CB,NE,0.0160
CB,NI,0.0491
CB,NKE,0.0125
CB,NOC,0.0470
CB,NOV,0.0463
CB,NSC,0.0271
CB,NTAP,0.0118
CB,NTRS,0.0275
CB,NUE,0.0399
CB,NVDA,0.0403
CB,NWL,0.0265
CB,NWSA,0.0158
CB,ORCL,0.0391
CB,OXY,0.0346
CB,PCAR,0.0120
CB,PEG,0.0186
CB,PFE,0.0327
CB,PGR,0.0292
CB,PH,0.0195
CB,PHM,0.0401
CB,PLD,0.0499
CB,PM,0.0401
CB,PNC,0.0069
CB,PRGO,0.0303
CB,PWR,0.0428
CB,PX,0.0036
CB,QCOM,0.0192
CB,R,0.0118
CB,RF,0.0109
CB,RHI,0.0491
CB,RL,0.0390
CB,ROK,0.0371
CB,ROST,0.0142
CB,RSG,0.0376
CB,S,0.0490
CB,SBUX,0.0334
CB,SCHW,0.0480
CB,SEE,0.0296
CB,SNA,0.0230
CB,SPG,0.0117
CB,SRE,0.0112
CB,STI,0.0243
CB,STT,0.0175
CB,SWK,0.0455
CB,SYK,0.0298
CB,SYY,0.0206
CB,TDC,0.0364
CB,TE,0.0130
CB,TEL,0.0443
CB,TER,0.0062
CB,TGT,0.0332
CB,TJX,0.0428
CB,TMO,0.0217
CB,TRIP,0.0052
CB,TROW,0.0044
CB,TXN,0.0442
CB,TXT,0.0476
CB,UNM,0.0484
CB,UNP,0.0475
CB,URBN,0.0454
CB,USB,0.0126
CB,VFC,0.0176
CB,VLO,0.0432
CB,VMC,0.0206
CB,VNO,0.0242
CB,WFC,0.0279
CB,WHR,0.0144
CB,WM,0.0448
CB,WMT,0.0219
CB,WYNN,0.0468
CB,XRX,0.0404
CB,XYL,0.0416
CB,YUM,0.0461
CB,ZION,0.0052
CCI,CTAS,0.0247
CCI,STI,0.0498
CCI,VFC,0.0163
CCI,WAT,0.0448
CCL,EL,0.0240
CCL,MMC,0.0491
CCL,R,0.0176
CCL,STT,0.0341
CCL,SYY,0.0263
CF,DIS,0.0362
CF,ETN,0.0468
CF,HON,0.0196
CF,PWR,0.0415
CF,TSN,0.0493
CI,TER,0.0393
CINF,EA,0.0038
CINF,EMC,0.0458
CINF,F,0.0111
CINF,FTI,0.0480
CINF,GPC,0.0428
CINF,MKC,0.0311
CINF,MPC,0.0335
CINF,MSFT,0.0454
CINF,MU,0.0487
CINF,NVDA,0.0295
CINF,ORCL,0.0241
CINF,PWR,0.0340
CINF,STX,0.0356
CINF,SYY,0.0265
CINF,TEL,0.0373
CINF,THC,0.0342
CINF,WDC,0.0382
CINF,WU,0.0409
CINF,WYNN,0.0318
CL,CMG,0.0458
CL,CMI,0.0189
CL,COF,0.0165
CL,CSCO,0.0318
CL,D,0.0262
CL,DGX,0.0246
CL,EBAY,0.0121
CL,EMC,0.0301
CL,ETR,0.0045
CL,EXPE,0.0055
CL,FFIV,0.0029
CL,FHN,0.0064
CL,FOSL,0.0102
CL,FTI,0.0031
CL,GE,0.0268
CL,GLW,0.0033
CL,GNW,0.0116
CL,GOOG,0.0036
CL,GS,0.0037
CL,HRB,0.0384
CL,HRL,0.0192
CL,IVZ,0.0222
CL,JBL,0.0365
CL,JNJ,0.0287
CL,JPM,0.0041
CL,KLAC,0.0133
CL,L,0.0026
CL,LH,0.0008
CL,LNC,0.0146
CL,LRCX,0.0067
CL,MA,0.0246
CL,MDT,0.0256
CL,MMM,0.0163
CL,MO,0.0338
CL,MPC,0.0385
CL,MS,0.0041
CL,MU,0.0399
CL,NDAQ,0.0348
CL,NEM,0.0341
CL,NI,0.0123
CL,NOC,0.0381
CL,NSC,0.0326
CL,NTRS,0.0150
CL,NWSA,0.0096
CL,ORCL,0.0286
CL,ORLY,0.0140
CL,PH,0.0274
CL,PPL,0.0201
CL,R,0.0121
CL,RL,0.0098
CL,SE,0.0499
CL,SPG,0.0471
CL,STT,0.0106
CL,STX,0.0158
CL,SYY,0.0205
CL,TEL,0.0123
CL,TJX,0.0061
CL,TRIP,0.0443
CL,VLO,0.0230
CL,WDC,0.0112
CL,WFC,0.0050
CL,WMT,0.0078
CL,XEL,0.0039
CL,XYL,0.0447
CLF,DD,0.0066
CLF,IPG,0.0089
CLF,KSS,0.0275
CLF,LOW,0.0362
CLF,MAS,0.0443
CLF,PEP,0.0457
CLX,DTE,0.0091
CLX,DUK,0.0419
CLX,HIG,0.0316
CLX,OKE,0.0058
CLX,SHLD,0.0367
CLX,SO,0.0374
CLX,VRSN,0.0240
CMA,CMI,0.0243
CMA,EXPD,0.0383
CMA,FSLR,0.0250
CMA,RF,0.0233
CMCSA,CNP,0.0355
CMCSA,ETR,0.0055
CMCSA,FMC,0.0059
CMCSA,MMM,0.0263
CMCSA,NI,0.0374
CMCSA,T,0.0488
CMCSA,WMT,0.0487
CME,DE,0.0369
CME,HAL,0.0148
CME,HP,0.0006
CME,KR,0.0133
CME,MRK,0.0166
CME,NBR,0.0181
CME,PCAR,0.0368
CME,PRU,0.0098
CME,S,0.0253
CME,STI,0.0175
CME,TGT,0.0408
CME,VRSN,0.0082
CMG,DTE,0.0295
CMG,DUK,0.0182
CMG,L,0.0419
CMG,ORLY,0.0050
CMG,PPL,0.0145
CMG,VTR,0.0305
CMG,WEC,0.0231
CMI,GOOG,0.0265
CMI,IVZ,0.0468
CMI,SPG,0.0299
CMS,CRM,0.0028
CMS,CVS,0.0194
CMS,DV,0.0414
CMS,DVA,0.0283
CMS,EXC,0.0378
CMS,FDX,0.0373
CMS,FMC,0.0437
CMS,GILD,0.0289
CMS,GWW,0.0134
CMS,IR,0.0316
CMS,KMX,0.0448
CMS,MCD,0.0314
CMS,NWL,0.0017
CMS,PPG,0.0314
CMS,PRU,0.0240
CMS,RHI,0.0234
CMS,STI,0.0067
CMS,TDC,0.0032
CMS,TGT,0.0363
CMS,UPS,0.0398
CMS,VNO,0.0240
CMS,VTR,0.0001
CMS,VZ,0.0091
CMS,WAT,0.0327
CMS,WHR,0.0049
CMS,XRAY,0.0392
CMS,XRX,0.0138
CMS,YUM,0.0293
CNP,DOW,0.0033
CNP,GIS,0.0213
CNP,IFF,0.0224
CNP,PRU,0.0114
CNP,RHI,0.0440
CNP,S,0.0120
CNP,TGT,0.0302
CNP,UPS,0.0046
CNP,WY,0.0103
CNP,XRX,0.0053
CNX,PSA,0.0195
COF,CSCO,0.0497
COF,EBAY,0.0403
COF,EW,0.0491
COF,FFIV,0.0463
COF,FTI,0.0156
COF,GPC,0.0360
COF,HAS,0.0434
COF,JBL,0.0191
COF,JPM,0.0483
COF,LH,0.0082
COF,MPC,0.0259
COF,NDAQ,0.0096
COF,NTRS,0.0268
COF,NWSA,0.0290
COF,ORCL,0.0477
COF,RL,0.0163
COF,ROK,0.0422
COF,TAP,0.0270
COF,THC,0.0500
COF,WFC,0.0288
COF,WU,0.0053
COP,COST,0.0496
COP,CPB,0.0113
COP,DD,0.0311
COP,DE,0.0136
COP,DGX,0.0287
COP,DHR,0.0027
COP,DOV,0.0226
COP,DOW,0.0331
COP,DRI,0.0018
COP,DTE,0.0097
COP,DUK,0.0353
COP,ED,0.0259
COP,EIX,0.0122
COP,EMN,0.0461
COP,EQT,0.0051
COP,EW,0.0202
COP,EXC,0.0049
COP,FDX,0.0006
COP,FLS,0.0180
COP,FMC,0.0281
COP,GCI,0.0043
COP,GIS,0.0271
COP,GWW,0.0294
COP,HAL,0.0075
COP,HD,0.0360
COP,HOG,0.0270
COP,HP,0.0067
COP,HPQ,0.0114
COP,HST,0.0383
COP,HUM,0.0243
COP,ICE,0.0268
COP,IPG,0.0010
COP,IR,0.0039
COP,IRM,0.0269
COP,KIM,0.0011
COP,KMX,0.0442
COP,KO,0.0032
COP,KR,0.0162
COP,KSS,0.0111
COP,LEG,0.0263
COP,LEN,0.0005
COP,LMT,0.0426
COP,LOW,0.0078
COP,M,0.0461
COP,MA,0.0191
COP,MAS,0.0006
COP,MCD,0.0384
COP,MCK,0.0107
COP,MET,0.0135
COP,MNST,0.0332
COP,MOS,0.0227
COP,MRK,0.0010
COP,MSI,0.0397
COP,NBR,0.0004
COP,NFLX,0.0175
COP,NI,0.0229
COP,NKE,0.0171
COP,NOV,0.0136
COP,NUE,0.0432
COP,NWL,0.0151
COP,OMC,0.0003
COP,PAYX,0.0399
COP,PCAR,0.0016
COP,PCG,0.0216
COP,PEG,0.0104
COP,PEP,0.0002
COP,PFE,0.0456
COP,PM,0.0037
COP,PNC,0.0374
COP,PNW,0.0285
COP,PPG,0.0173
COP,PPL,0.0221
COP,PRU,0.0002
COP,PSA,0.0461
COP,RHI,0.0217
COP,RRC,0.0274
COP,RSG,0.0007
COP,S,0.0013
COP,SEE,0.0269
COP,SHW,0.0107
COP,SLM,0.0214
COP,SNA,0.0321
COP,STI,0.0429
COP,STZ,0.0466
COP,SWK,0.0038
COP,T,0.0068
COP,TGT,0.0055
COP,TMO,0.0254
COP,TROW,0.0065
COP,UNH,0.0176
COP,UNM,0.0238
COP,UNP,0.0406
COP,USB,0.0191
COP,V,0.0016
COP,VNO,0.0148
COP,VRSN,0.0022
COP,VZ,0.0305
COP,WEC,0.0146
COP,WM,0.0105
COP,WMB,0.0158
COP,WY,0.0120
COP,XRAY,0.0243
COP,XRX,0.0173
COP,YUM,0.0201
COP,ZION,0.0265
COST,KMI,0.0123
COST,PAYX,0.0229
COST,PEG,0.0479
COST,RRC,0.0249
COST,SUN,0.0413
COST,UNM,0.0068
COST,XOM,0.0410
CPB,DE,0.0453
CPB,DRI,0.0137
CPB,EW,0.0404
CPB,NFLX,0.0100
CPB,NI,0.0343
CPB,S,0.0315
CPB,URBN,0.0096
CPB,VRSN,0.0151
CRM,CVS,0.0437
CRM,DTE,0.0038
CRM,DUK,0.0062
CRM,KMX,0.0444
CRM,MNST,0.0383
CRM,NWL,0.0383
CRM,RHI,0.0384
CRM,SO,0.0048
CRM,STI,0.0098
CRM,VTR,0.0335
CRM,WEC,0.0380
CRM,XRX,0.0320
CSCO,EBAY,0.0348
CSCO,ECL,0.0407
CSCO,GIS,0.0388
CSCO,HAS,0.0157
CSCO,JBL,0.0133
CSCO,KLAC,0.0104
CSCO,MMM,0.0366
CSCO,MPC,0.0077
CSCO,PBI,0.0035
CSCO,PCG,0.0264
CSCO,PG,0.0468
CSCO,RL,0.0154
CSCO,TAP,0.0370
CSX,DELL,0.0001
CSX,ETN,0.0376
CSX,MTB,0.0470
CSX,TXT,0.0376
CTAS,OI,0.0337
CTSH,ISRG,0.0235
CTSH,NOC,0.0261
CVS,DUK,0.0207
CVS,VTR,0.0323
CVS,VZ,0.0067
CVX,EL,0.0270
CVX,EXPD,0.0119
CVX,GT,0.0132
CVX,HRB,0.0336
CVX,IVZ,0.0110
CVX,MDT,0.0097
CVX,SYY,0.0368
CVX,TER,0.0340
CVX,TRIP,0.0198
D,F,0.0029
D,FAST,0.0049
D,GD,0.0016
D,GLW,0.0062
D,GNW,0.0109
D,GPC,0.0013
D,HAS,0.0011
D,HRL,0.0297
D,KLAC,0.0204
D,KMX,0.0200
D,MKC,0.0086
D,MPC,0.0090
D,MS,0.0362
D,MSFT,0.0180
D,MU,0.0103
D,NEM,0.0120
D,NOC,0.0083
D,NSC,0.0011
D,NTRS,0.0213
D,NVDA,0.0003
D,ORCL,0.0007
D,PH,0.0197
D,R,0.0296
D,ROK,0.0435
D,STT,0.0308
D,STX,0.0025
D,TAP,0.0255
D,TEL,0.0001
D,THC,0.0087
D,VLO,0.0187
D,WAT,0.0093
D,WDC,0.0041
D,WU,0.0379
D,WYNN,0.0006
D,XYL,0.0001
DD,FITB,0.0411
DD,IPG,0.0444
DD,MAS,0.0024
DD,MTB,0.0303
DD,NKE,0.0457
DD,OXY,0.0222
DD,PCAR,0.0091
DD,PFE,0.0480
DD,QCOM,0.0293
DD,USB,0.0450
DE,DHR,0.0488
DE,DRI,0.0263
DE,EQT,0.0086
DE,HAL,0.0415
DE,HP,0.0182
DE,IPG,0.0094
DE,KR,0.0457
DE,MRK,0.0255
DE,NBR,0.0331
DE,NFLX,0.0439
DE,OMC,0.0150
DE,PCG,0.0370
DE,PM,0.0473
DE,PRU,0.0332
DE,SLM,0.0005
DE,V,0.0111
DELL,ETN,0.0482
DELL,FSLR,0.0059
DELL,TXT,0.0297
DGX,DHR,0.0404
DGX,DVA,0.0249
DGX,NI,0.0262
DGX,OKE,0.0490
DGX,PPL,0.0068
DGX,RHI,0.0185
DGX,UPS,0.0216
DGX,WEC,0.0234
DGX,WMB,0.0324
DGX,XRX,0.0267
DHI,FSLR,0.0393
DHI,KEY,0.0455
DHI,KSS,0.0415
DHI,MSI,0.0254
DHI,MTB,0.0477
DHI,PAYX,0.0176
DHI,PHM,0.0023
DHI,RF,0.0232
DHI,USB,0.0386
DHR,DRI,0.0136
DHR,DTE,0.0154
DHR,EQT,0.0338
DHR,ETR,0.0387
DHR,EXC,0.0094
DHR,FDX,0.0386
DHR,GCI,0.0233
DHR,GILD,0.0175
DHR,HP,0.0115
DHR,HPQ,0.0280
DHR,KO,0.0174
DHR,KR,0.0020
DHR,MCK,0.0087
DHR,MMM,0.0429
DHR,MRK,0.0045
DHR,NBR,0.0084
DHR,NI,0.0416
DHR,NWL,0.0270
DHR,OKE,0.0393
DHR,PCAR,0.0081
DHR,PM,0.0221
DHR,PNW,0.0233
DHR,PPL,0.0167
DHR,PRU,0.0008
DHR,RSG,0.0068
DHR,S,0.0151
DHR,STI,0.0153
DHR,T,0.0060
DHR,TDC,0.0071
DHR,TGT,0.0053
DHR,UNM,0.0386
DHR,V,0.0016
DHR,VRSN,0.0158
DHR,VZ,0.0132
DHR,WEC,0.0134
DHR,WM,0.0324
DHR,WMB,0.0302
DHR,XRX,0.0409
DHR,YUM,0.0124
DLTR,EW,0.0054
DLTR,WU,0.0008
DOV,DV,0.0003
DOW,DTE,0.0324
DOW,EQR,0.0349
DOW,ETR,0.0246
DOW,GIS,0.0143
DOW,KR,0.0203
DOW,L,0.0263
DOW,NI,0.0136
DOW,OKE,0.0226
DOW,PPL,0.0171
DOW,RHI,0.0435
DOW,S,0.0317
DOW,T,0.0413
DOW,UPS,0.0108
DOW,WY,0.0200
DRI,EIX,0.0408
DRI,EQT,0.0014
DRI,FDX,0.0345
DRI,GIS,0.0363
DRI,HAL,0.0094
DRI,HP,0.0116
DRI,HPQ,0.0170
DRI,IPG,0.0068
DRI,KR,0.0304
DRI,MRK,0.0142
DRI,NBR,0.0112
DRI,OMC,0.0005
DRI,PCG,0.0411
DRI,PEP,0.0326
DRI,PM,0.0413
DRI,PRU,0.0094
DRI,S,0.0136
DTE,DUK,0.0422
DTE,DVA,0.0252
DTE,KMX,0.0275
DTE,NWL,0.0177
DTE,OKE,0.0268
DTE,PRU,0.0269
DTE,RHI,0.0004
DTE,STI,0.0019
DTE,TDC,0.0043
DTE,TGT,0.0282
DTE,UPS,0.0049
DTE,VZ,0.0177
DTE,WEC,0.0159
DTE,XRX,0.0197
DUK,KMX,0.0192
DUK,NWL,0.0482
DUK,OKE,0.0286
DUK,ORLY,0.0340
DUK,PPL,0.0469
DUK,RHI,0.0135
DUK,SO,0.0059
DUK,STI,0.0177
DUK,UPS,0.0069
DUK,VTR,0.0010
DUK,VZ,0.0040
DUK,WAT,0.0181
DUK,XRX,0.0228
DV,PCAR,0.0301
DV,STI,0.0213
DV,VZ,0.0259
DVA,FE,0.0441
DVA,GILD,0.0291
DVA,HIG,0.0124
DVA,IFF,0.0420
DVA,KMX,0.0407
DVA,L,0.0462
DVA,MNST,0.0004
DVA,MO,0.0192
DVA,NOV,0.0290
DVA,OKE,0.0206
DVA,PPL,0.0403
DVA,S,0.0362
DVA,SHLD,0.0229
DVA,SO,0.0132
DVA,STI,0.0165
DVA,T,0.0314
DVA,TDC,0.0413
DVA,TRV,0.0111
DVA,VTR,0.0269
DVA,VZ,0.0085
DVA,WEC,0.0287
DVA,XEL,0.0470
DVA,XRX,0.0329
DVN,ED,0.0494
DVN,EIX,0.0036
DVN,EQT,0.0008
DVN,ETR,0.0472
DVN,EXC,0.0313
DVN,FCX,0.0445
DVN,FDX,0.0340
DVN,FLS,0.0300
DVN,GCI,0.0185
DVN,GIS,0.0182
DVN,GPC,0.0346
DVN,GT,0.0149
DVN,HD,0.0054
DVN,HST,0.0398
DVN,HSY,0.0315
DVN,IBM,0.0068
DVN,IPG,0.0161
DVN,IR,0.0344
DVN,IRM,0.0211
DVN,JCI,0.0153
DVN,K,0.0240
DVN,KIM,0.0129
DVN,KMI,0.0323
DVN,KO,0.0248
DVN,KR,0.0128
DVN,KSS,0.0063
DVN,LEN,0.0003
DVN,LH,0.0478
DVN,LMT,0.0205
DVN,LOW,0.0007
DVN,M,0.0287
DVN,MA,0.0261
DVN,MAR,0.0470
DVN,MAS,0.0404
DVN,MCD,0.0420
DVN,MCK,0.0039
DVN,MET,0.0102
DVN,MOS,0.0454
DVN,MRK,0.0059
DVN,MSI,0.0281
DVN,NBR,0.0069
DVN,NEE,0.0012
DVN,NFLX,0.0063
DVN,NKE,0.0193
DVN,NU,0.0206
DVN,NWL,0.0325
DVN,OMC,0.0439
DVN,PAYX,0.0269
DVN,PCAR,0.0117
DVN,PEP,0.0000
DVN,PFE,0.0141
DVN,PFG,0.0119
DVN,PGR,0.0341
DVN,PM,0.0054
DVN,PNW,0.0483
DVN,PPG,0.0183
DVN,PPL,0.0399
DVN,QCOM,0.0491
DVN,RRC,0.0245
DVN,RSG,0.0012
DVN,S,0.0150
DVN,SEE,0.0231
DVN,SHW,0.0065
DVN,SJM,0.0379
DVN,SLM,0.0010
DVN,STZ,0.0120
DVN,SUN,0.0192
DVN,SWK,0.0001
DVN,SYY,0.0378
DVN,TDC,0.0140
DVN,TMO,0.0026
DVN,TROW,0.0272
DVN,TSN,0.0233
DVN,UNM,0.0010
DVN,UNP,0.0405
DVN,V,0.0021
DVN,VNO,0.0172
DVN,VRSN,0.0038
DVN,WM,0.0050
DVN,WMB,0.0285
DVN,XRAY,0.0057
DVN,YUM,0.0417
EBAY,GPC,0.0158
EBAY,L,0.0365
ECL,GPC,0.0462
ECL,HAS,0.0261
ECL,KLAC,0.0491
ECL,PBI,0.0246
ECL,XYL,0.0374
ED,FLS,0.0123
ED,NWL,0.0489
ED,STI,0.0437
ED,VNO,0.0064
ED,WHR,0.0046
EFX,EIX,0.0487
EFX,EMR,0.0416
EFX,EOG,0.0454
EFX,EQT,0.0408
EFX,ETN,0.0259
EFX,ETR,0.0164
EFX,EW,0.0406
EFX,EXC,0.0141
EFX,EXPE,0.0387
EFX,F,0.0484
EFX,FAST,0.0428
EFX,FCX,0.0302
EFX,FDX,0.0469
EFX,FFIV,0.0363
EFX,FHN,0.0466
EFX,FIS,0.0198
EFX,FITB,0.0391
EFX,FLR,0.0109
