Ticker 1,Ticker 2,Cointegration P-Value,Hedge Ratio
AME,CRWD,0.0095,0.14869302431154738
AME,CSX,0.0266,5.65786727357499
AME,DASH,0.0023,0.5064894235929195
AME,DDOG,0.0009,0.639105856295637
AME,DECK,0.0207,0.37796653731240293
AME,DELL,0.0257,0.374183501207291
AME,DLR,0.025,0.6242739849156161
AME,DVA,0.0173,0.49397563833904784
AME,ESS,0.0343,0.3649390204650669
AME,ETN,0.0293,0.22605018608009686
AME,FAST,0.0353,3.352124389657359
AME,GNRC,0.0009,0.34404281783948587
AME,HUBB,0.0116,0.23637481897335172
AME,HUM,0.0004,-0.18669032166684557
AME,INTU,0.0188,0.13891112231394748
AME,INVH,0.0038,5.585228643637667
AME,ITW,0.0461,0.8318515346146184
AME,KLAC,0.0444,0.08546464521219983
AME,LEN,0.0392,0.4802523319933505
AME,LKQ,0.0431,-1.390638686737908
AME,LLY,0.0392,0.06485380254345638
AME,LRCX,0.0075,0.7408104583947454
AME,LYB,0.0429,1.979519464596687
AME,LYV,0.01,1.2701794182906019
AME,MA,0.0128,0.2943965018940661
AME,MAR,0.0172,0.43228315084845703
AME,MAS,0.0363,1.2940735436008812
AME,META,0.0077,0.10021632273399039
AME,MLM,0.0008,0.16359874829456594
AME,MOS,0.0064,-1.7684999478340822
AME,MSFT,0.0203,0.19850094522668676
AME,NFLX,0.0164,0.10149233669854212
AME,NKE,0.0352,-0.4494369614803325
AME,NOW,0.0216,0.09025263302156199
AME,NWS,0.0479,3.2795316509435377
AME,NWSA,0.048,3.560405203455312
AME,ORLY,0.0426,1.9404506976899114
AME,PANW,0.0323,0.3903464069360244
AME,PAYC,0.0463,-0.1730723371154508
AME,PCAR,0.0216,0.8589971551300289
AME,PFE,0.0325,-2.1292880533005887
AME,PSKY,0.0183,-3.1191696633221078
AME,PSX,0.0422,0.6597886459016654
AME,PTC,0.035,0.613874877845213
AME,RL,0.026,0.46910545616796334
AME,RSG,0.0428,0.5042641139390691
AME,SMCI,0.0085,0.44143261469749595
AME,SNPS,0.0483,0.1477775149845192
AME,STZ,0.045,0.7803765382683838
AME,SYK,0.037,0.33806829310160624
AME,TTD,0.0459,0.6982774728991528
AME,UBER,0.0016,0.8205364344738374
AME,UNP,0.0191,0.6523196829205393
AME,UPS,0.0363,-0.5599609828044901
AME,V,0.0056,0.5395098157919971
AME,VMC,0.0032,0.43939327734424327
AME,WBD,0.0195,-4.304150107251765
AME,WDC,0.0428,1.213305959924773
AME,WM,0.04,0.5661691966985366
AME,WSM,0.0268,0.35640696034811975
AMGN,APTV,0.017,-1.796929784936006
AMGN,LKQ,0.001,-5.776754272033417
AMGN,UPS,0.0102,-1.8783622326342966
AMGN,WBD,0.0174,-11.52095387349982
AMP,ANET,0.0215,2.5474766067727357
AMP,APA,0.0311,-7.0597957325398415
AMP,APH,0.037,4.8279681943123816
AMP,APP,0.0433,1.7297968389043539
AMP,APTV,0.0237,-2.592789624299748
AMP,AVY,0.0021,2.5414731464019478
AMP,AXP,0.0401,1.3585686064633575
AMP,BALL,0.0409,7.410282339791079
AMP,BIIB,0.0113,-1.3687313821995923
AMP,CAT,0.0127,0.9723497778046464
AMP,CEG,0.0109,1.0151961897903612
AMP,COF,0.0067,2.575498818447068
AMP,COST,0.0075,0.3492685856301886
AMP,CTAS,0.0458,1.6999624951783858
AMP,DECK,0.0489,1.3881199346597062
AMP,DELL,0.046,1.4304583914214115
AMP,DHR,0.0323,2.1113024732938306
AMP,DVA,0.0109,1.8808687391667156
AMP,ECL,0.0247,1.4582636122878174
AMP,EME,0.038,0.5624223469070141
AMP,FFIV,0.0282,2.3420406149355175
AMP,FIS,0.0416,3.7528165964590725
AMP,GDDY,0.028,1.682330149860109
AMP,GNRC,0.0015,1.6082864518349347
AMP,GRMN,0.047,1.6955608580463712
AMP,HIG,0.0351,3.3493420916444845
AMP,HLT,0.0041,1.6318865403528922
AMP,HOOD,0.0129,10.071272885807007
AMP,HUM,0.0008,-0.6842609560218482
AMP,INVH,0.0219,20.06318850053126
AMP,JPM,0.0225,1.7102430605818502
AMP,KKR,0.0045,2.046327164359785
AMP,LDOS,0.0459,2.133883788086612
AMP,LKQ,0.0368,-7.2365589821476695
AMP,MAS,0.0279,4.645598376448915
AMP,NFLX,0.0042,0.3728678471256952
AMP,NRG,0.0115,2.7008412463499694
AMP,NTAP,0.0484,2.254794002885826
AMP,PAYX,0.0256,6.082599181144104
AMP,PGR,0.044,1.2909102570038429
AMP,RL,0.0073,1.7193630487944798
AMP,TDG,0.0483,0.2209878764520527
AMP,TT,0.004,0.7762882631551368
AMP,URI,0.0024,0.3644525472799449
AMP,VRSN,0.0459,-2.1251979523024502
AMP,VST,0.0281,1.9234044245381015
AMP,VZ,0.0466,13.206237787674523
AMP,WAB,0.0016,1.967203446428962
AMP,WSM,0.0057,1.4012581445906993
AMT,DGX,0.0024,1.5180942586726567
AMT,ETR,0.0422,3.10947592352769
AMT,EXR,0.0301,0.8673237831713108
AMT,FE,0.0492,5.408240790300212
AMT,FRT,0.0425,1.7296968341532146
AMT,KIM,0.0016,9.1109920586283
AMT,LMT,0.0173,0.3127346982890702
AMT,NDAQ,0.0493,2.1375313387581105
AMT,PPL,0.0353,6.520227886615881
AMT,SRE,0.005,3.6518451903937126
AMT,STT,0.0089,1.883342873399382
AMT,VICI,0.0484,8.483381167494313
AMZN,AOS,0.0171,2.968592657299855
AMZN,APO,0.0137,1.4875334947573853
AMZN,APTV,0.0248,-1.9339495626807455
AMZN,BKNG,0.0449,0.0486974917612924
AMZN,BRK-B,0.0269,0.6393126638506522
AMZN,COR,0.0049,1.0033239032625658
AMZN,CPRT,0.0461,3.6931371613668116
AMZN,DECK,0.0047,0.8946253072206252
AMZN,DELL,0.0399,0.9235806350143687
AMZN,ETN,0.007,0.5264406627579646
AMZN,GWW,0.0131,0.21054040920647082
AMZN,HUBB,0.0239,0.5268991241424331
AMZN,INVH,0.0076,13.745541566904468
AMZN,IR,0.0012,2.0469784757555027
AMZN,KLAC,0.0294,0.20211080259687844
AMZN,L,0.017,3.6914357304373566
AMZN,LIN,0.0214,0.5962984797090143
AMZN,LLY,0.0255,0.16218897556833287
AMZN,LRCX,0.0381,1.6564575285752636
AMZN,MA,0.0305,0.6161947184004473
AMZN,MAR,0.0087,0.9527239248806556
AMZN,MCK,0.018,0.40548766369521577
AMZN,MLM,0.0398,0.3586656554316451
AMZN,MMC,0.0485,1.5224915054792043
AMZN,MOS,0.0455,-4.207770933475343
AMZN,MSFT,0.0278,0.46928025224183434
AMZN,NFLX,0.0312,0.23644615511328676
AMZN,NWSA,0.0449,8.277680128136367
AMZN,ORLY,0.0127,4.165687561308629
AMZN,PH,0.0494,0.31698421749021766
AMZN,PHM,0.038,1.1254238602761808
AMZN,PSKY,0.0467,-7.877461351285629
AMZN,PTC,0.0174,1.33727953075846
AMZN,RCL,0.0458,0.8844339239943946
AMZN,ROP,0.018,0.5718283882937395
AMZN,RSG,0.015,1.2413691044085327
AMZN,TDG,0.0073,0.14063883092401255
AMZN,UBER,0.0264,1.8604934768424726
