Ticker 1,Ticker 2,P-Value
EXPD,PG,0.0275
EXPD,PGR,0.0311
EXPD,PH,0.0177
EXPD,PHM,0.0047
EXPD,PRGO,0.0447
EXPD,PSA,0.0345
EXPD,PWR,0.0190
EXPD,R,0.0443
EXPD,RL,0.0256
EXPD,ROP,0.0042
EXPD,ROST,0.0159
EXPD,RSG,0.0090
EXPD,S,0.0190
EXPD,SEE,0.0233
EXPD,SHW,0.0128
EXPD,SJM,0.0353
EXPD,SLM,0.0405
EXPD,SNA,0.0010
EXPD,SO,0.0198
EXPD,SPG,0.0305
EXPD,STI,0.0277
EXPD,STX,0.0122
EXPD,STZ,0.0241
EXPD,SUN,0.0249
EXPD,SWK,0.0050
EXPD,SYK,0.0233
EXPD,TE,0.0105
EXPD,TEL,0.0273
EXPD,THC,0.0153
EXPD,TJX,0.0172
EXPD,UNM,0.0268
EXPD,UNP,0.0140
EXPD,UPS,0.0210
EXPD,URBN,0.0144
EXPD,V,0.0174
EXPD,VFC,0.0405
EXPD,VMC,0.0257
EXPD,VNO,0.0141
EXPD,VTR,0.0370
EXPD,VZ,0.0320
EXPD,WDC,0.0373
EXPD,WHR,0.0335
EXPD,WM,0.0223
EXPD,WMB,0.0354
EXPD,WMT,0.0242
EXPE,ITW,0.0367
EXPE,LH,0.0081
EXPE,S,0.0268
EXPE,SUN,0.0343
EXPE,UNP,0.0020
F,FAST,0.0070
F,FCX,0.0239
F,FDX,0.0084
F,FE,0.0055
F,FFIV,0.0060
F,FHN,0.0043
F,FIS,0.0050
F,FITB,0.0067
F,FMC,0.0442
F,FOSL,0.0412
F,FSLR,0.0080
F,FTI,0.0071
F,GD,0.0059
F,GILD,0.0011
F,GIS,0.0441
F,GME,0.0425
F,GNW,0.0078
F,GOOG,0.0083
F,GPC,0.0051
F,GS,0.0091
F,GT,0.0036
F,GWW,0.0072
F,HAL,0.0077
F,HAS,0.0035
F,HBAN,0.0076
F,HD,0.0088
F,HIG,0.0064
F,HP,0.0064
F,HPQ,0.0136
F,HRB,0.0414
F,HRL,0.0438
F,HSY,0.0048
F,HUM,0.0027
F,IBM,0.0069
F,ICE,0.0084
F,IFF,0.0449
F,INTU,0.0063
F,IP,0.0060
F,IR,0.0092
F,IRM,0.0064
F,ISRG,0.0071
F,ITW,0.0200
F,JCI,0.0409
F,JNJ,0.0407
F,JPM,0.0088
F,K,0.0379
F,KEY,0.0417
F,KIM,0.0069
F,KMB,0.0076
F,KMI,0.0065
F,KMX,0.0417
F,KO,0.0055
F,KR,0.0033
F,KSS,0.0046
F,L,0.0068
F,LEG,0.0429
F,LEN,0.0064
F,LH,0.0068
F,LMT,0.0338
F,LNC,0.0439
F,LOW,0.0088
F,LRCX,0.0224
F,LUV,0.0119
F,M,0.0056
F,MA,0.0076
F,MAR,0.0083
F,MAS,0.0066
F,MAT,0.0049
F,MCD,0.0069
F,MCHP,0.0254
F,MCK,0.0041
F,MCO,0.0080
F,MDT,0.0055
F,MKC,0.0040
F,MMC,0.0099
F,MMM,0.0406
F,MNST,0.0018
F,MO,0.0061
F,MOS,0.0411
F,MPC,0.0053
F,MRK,0.0080
F,MSFT,0.0087
F,MSI,0.0067
F,MTB,0.0451
F,MU,0.0439
F,MUR,0.0066
F,NBR,0.0385
F,NDAQ,0.0388
F,NE,0.0061
F,NEE,0.0052
F,NEM,0.0354
F,NI,0.0068
F,NKE,0.0339
F,NOC,0.0179
F,NOV,0.0373
F,NSC,0.0080
F,NUE,0.0175
F,NWSA,0.0076
F,OI,0.0058
F,OKE,0.0081
F,OMC,0.0324
F,ORLY,0.0051
F,OXY,0.0051
F,PAYX,0.0067
F,PCAR,0.0068
F,PCG,0.0067
F,PEG,0.0064
F,PEP,0.0026
F,PFE,0.0432
F,PG,0.0051
F,PGR,0.0062
F,PH,0.0090
F,PHM,0.0061
F,PM,0.0056
F,PNC,0.0066
F,PNW,0.0107
F,PPG,0.0182
F,PPL,0.0056
F,PRGO,0.0434
F,PSA,0.0072
F,PSX,0.0062
F,PX,0.0044
F,QCOM,0.0105
F,R,0.0069
F,RF,0.0095
F,RHI,0.0458
F,RL,0.0124
F,ROST,0.0078
F,RRC,0.0039
F,RSG,0.0060
F,S,0.0053
F,SBUX,0.0162
F,SCHW,0.0420
F,SE,0.0065
F,SEE,0.0053
F,SJM,0.0051
F,SLB,0.0089
F,SO,0.0053
F,SPG,0.0089
F,SRE,0.0393
F,STI,0.0451
F,STZ,0.0065
F,SUN,0.0073
F,SWK,0.0111
F,SYK,0.0070
F,SYY,0.0060
F,T,0.0392
F,TAP,0.0041
F,TDC,0.0054
F,TE,0.0053
F,TEL,0.0183
F,TER,0.0419
F,TGT,0.0063
F,THC,0.0052
F,TMO,0.0035
F,TRIP,0.0046
F,TROW,0.0036
F,TSN,0.0052
F,TXN,0.0210
F,TXT,0.0085
F,UNH,0.0171
F,UNM,0.0084
F,UNP,0.0066
F,UPS,0.0063
F,URBN,0.0060
F,USB,0.0067
F,V,0.0107
F,VFC,0.0288
F,VLO,0.0042
F,VMC,0.0041
F,VNO,0.0468
F,VRSN,0.0411
F,VTR,0.0061
F,VZ,0.0062
F,WAT,0.0056
F,WEC,0.0297
F,WFC,0.0082
F,WHR,0.0097
F,WM,0.0063
F,WMB,0.0069
F,WU,0.0077
F,WY,0.0046
F,WYNN,0.0098
F,XEL,0.0017
F,XOM,0.0081
F,XRAY,0.0055
F,XYL,0.0086
F,YUM,0.0017
F,ZION,0.0422
FAST,GWW,0.0297
FAST,HUM,0.0175
FAST,INTU,0.0231
FAST,MA,0.0329
FAST,MAR,0.0116
FAST,ORLY,0.0207
FAST,S,0.0244
FAST,SUN,0.0422
FAST,UNP,0.0488
FAST,V,0.0032
FCX,FIS,0.0230
FCX,HUM,0.0109
FCX,KR,0.0241
FCX,MU,0.0383
FCX,NRG,0.0395
FCX,QCOM,0.0216
FCX,STI,0.0423
FCX,TROW,0.0277
FCX,VRSN,0.0219
FCX,VZ,0.0440
FCX,WDC,0.0323
FCX,WFC,0.0396
FCX,XYL,0.0437
FDX,FOSL,0.0215
FDX,GPC,0.0100
FDX,MOS,0.0122
FDX,NBR,0.0071
FDX,NKE,0.0487
FDX,NWL,0.0398
FDX,SEE,0.0405
FE,GLW,0.0368
FE,JCI,0.0479
FE,K,0.0328
FE,KO,0.0026
FE,LMT,0.0028
FE,MMM,0.0185
FE,PBI,0.0263
FE,PM,0.0072
FE,PPL,0.0012
FE,SRE,0.0268
FE,T,0.0254
FE,TXN,0.0161
FE,VTR,0.0389
FFIV,HD,0.0133
FFIV,IBM,0.0000
FFIV,PAYX,0.0155
FFIV,SHW,0.0006
FFIV,SPG,0.0347
FFIV,VNO,0.0315
FHN,HOG,0.0356
FIS,FITB,0.0032
FIS,GD,0.0297
FIS,GS,0.0179
FIS,HBAN,0.0326
FIS,HIG,0.0300
FIS,IP,0.0496
FIS,KMI,0.0366
FIS,MET,0.0083
FIS,MTB,0.0043
FIS,NDAQ,0.0456
FIS,PNC,0.0033
FIS,PRU,0.0207
FIS,TRV,0.0211
FIS,VRSN,0.0188
FITB,MTB,0.0300
FITB,PNC,0.0038
FLR,GD,0.0449
FLR,GS,0.0464
FLR,HIG,0.0284
FLR,HRB,0.0001
FLR,IP,0.0052
FLR,KMI,0.0315
FLR,LEG,0.0252
FLR,MTB,0.0390
FLR,NKE,0.0273
FLR,NRG,0.0388
FLR,NTAP,0.0279
FLR,OI,0.0013
FLR,OKE,0.0157
FLR,PAYX,0.0390
FLR,PBI,0.0312
FLR,PGR,0.0235
FLR,PRGO,0.0400
FLR,PRU,0.0220
FLR,R,0.0363
FLR,STI,0.0396
FLR,STX,0.0260
FLR,TJX,0.0338
FLR,UPS,0.0050
FLR,VNO,0.0095
FLR,VZ,0.0461
FLR,WHR,0.0347
FLR,WMB,0.0113
FLS,FTI,0.0189
FLS,GE,0.0023
FLS,GOOG,0.0124
FLS,HUM,0.0071
FLS,JPM,0.0435
FLS,KLAC,0.0062
FLS,LEG,0.0116
FLS,LLY,0.0230
FLS,MOS,0.0178
FLS,NBR,0.0231
FLS,NFLX,0.0030
FLS,NKE,0.0456
FLS,NRG,0.0308
FLS,NTAP,0.0391
FLS,NU,0.0065
FLS,NVDA,0.0094
FLS,PHM,0.0238
FLS,PWR,0.0029
FLS,RSG,0.0083
FLS,STX,0.0138
FLS,TEL,0.0442
FLS,UNM,0.0425
FLS,WDC,0.0453
FLS,WHR,0.0380
FMC,GPC,0.0250
FMC,JBL,0.0346
FMC,ROP,0.0065
FMC,RRC,0.0395
FOSL,INTU,0.0341
FOSL,MSFT,0.0400
FOSL,NWL,0.0195
FOSL,PFE,0.0023
FOSL,ROP,0.0213
FOSL,SEE,0.0435
FOSL,SNA,0.0264
FSLR,HPQ,0.0151
FSLR,KMB,0.0056
FSLR,KO,0.0493
FSLR,MO,0.0192
FSLR,NI,0.0289
FSLR,PNW,0.0246
FSLR,RHI,0.0256
FSLR,SE,0.0263
FSLR,SO,0.0359
FSLR,TXN,0.0235
FTI,GOOG,0.0169
FTI,LEG,0.0083
FTI,LLY,0.0284
FTI,NBR,0.0456
FTI,NKE,0.0225
FTI,OI,0.0304
FTI,UPS,0.0464
GCI,IP,0.0319
GCI,KMI,0.0210
GCI,MO,0.0176
GCI,NI,0.0254
GCI,PEG,0.0381
GCI,PM,0.0145
GCI,SO,0.0197
GCI,TXN,0.0359
GD,NRG,0.0229
GD,OI,0.0036
GD,PRU,0.0242
GD,VRSN,0.0034
GD,WHR,0.0240
GE,LEG,0.0484
GE,PWR,0.0376
GILD,GOOG,0.0487
GILD,LRCX,0.0330
GILD,MCHP,0.0434
GILD,MCK,0.0387
GILD,MPC,0.0396
GILD,MRK,0.0333
GILD,MU,0.0285
GILD,MUR,0.0144
GILD,NE,0.0416
GILD,NEM,0.0443
GILD,OXY,0.0198
GILD,PCAR,0.0380
GILD,PSA,0.0486
GILD,PSX,0.0408
GILD,PX,0.0307
GILD,RRC,0.0036
GILD,SBUX,0.0282
GILD,URBN,0.0380
GILD,VFC,0.0134
GILD,VLO,0.0189
GILD,VMC,0.0486
GILD,WEC,0.0078
GILD,XEL,0.0008
GLW,KO,0.0030
GLW,LMT,0.0099
GLW,MMM,0.0185
GLW,MO,0.0014
GLW,NI,0.0076
GLW,PM,0.0080
GLW,PPL,0.0206
GLW,TXN,0.0018
GME,INTC,0.0122
GME,NEE,0.0201
GME,RHI,0.0383
GNW,GOOG,0.0038
GNW,GPC,0.0004
GNW,GS,0.0132
GNW,GWW,0.0019
GNW,HAS,0.0346
GNW,HBAN,0.0243
GNW,HD,0.0046
GNW,HIG,0.0065
GNW,HOG,0.0345
GNW,HP,0.0068
GNW,HPQ,0.0316
GNW,HRB,0.0005
GNW,HRL,0.0024
GNW,HSY,0.0039
GNW,HUM,0.0012
GNW,IBM,0.0043
GNW,ICE,0.0020
GNW,IFF,0.0444
GNW,INTU,0.0009
GNW,IP,0.0065
GNW,IR,0.0040
GNW,IRM,0.0030
GNW,ISRG,0.0086
GNW,ITW,0.0017
GNW,JBL,0.0300
GNW,JNJ,0.0430
GNW,JPM,0.0039
GNW,K,0.0407
GNW,KEY,0.0326
GNW,KIM,0.0371
GNW,KLAC,0.0025
GNW,KMI,0.0131
GNW,KMX,0.0289
GNW,KO,0.0279
GNW,KR,0.0147
GNW,KSS,0.0489
GNW,L,0.0026
GNW,LEG,0.0016
GNW,LEN,0.0010
GNW,LH,0.0112
GNW,LLY,0.0019
GNW,LOW,0.0044
GNW,LRCX,0.0097
GNW,LUV,0.0044
GNW,M,0.0471
GNW,MA,0.0007
GNW,MAR,0.0033
GNW,MAS,0.0013
GNW,MAT,0.0489
GNW,MCHP,0.0419
GNW,MCK,0.0093
GNW,MCO,0.0016
GNW,MDT,0.0293
GNW,MET,0.0303
GNW,MKC,0.0262
GNW,MMC,0.0040
GNW,MMM,0.0154
GNW,MO,0.0364
GNW,MOS,0.0017
GNW,MPC,0.0161
GNW,MS,0.0230
GNW,MSFT,0.0031
GNW,MSI,0.0035
GNW,MTB,0.0154
GNW,MU,0.0134
GNW,MUR,0.0453
GNW,NBR,0.0004
GNW,NDAQ,0.0214
GNW,NEM,0.0454
GNW,NFLX,0.0020
GNW,NI,0.0143
GNW,NKE,0.0064
GNW,NOV,0.0266
GNW,NRG,0.0029
GNW,NTAP,0.0034
GNW,NTRS,0.0291
GNW,NU,0.0012
GNW,NVDA,0.0026
GNW,NWL,0.0112
GNW,NWSA,0.0043
GNW,OI,0.0028
GNW,OKE,0.0058
GNW,ORCL,0.0061
GNW,ORLY,0.0021
GNW,OXY,0.0017
GNW,PAYX,0.0029
GNW,PBI,0.0147
GNW,PCAR,0.0156
GNW,PCG,0.0235
GNW,PEG,0.0075
GNW,PEP,0.0458
GNW,PFE,0.0017
GNW,PG,0.0113
GNW,PGR,0.0023
GNW,PH,0.0014
GNW,PHM,0.0004
GNW,PM,0.0324
GNW,PNC,0.0095
GNW,PPL,0.0258
GNW,PRGO,0.0046
GNW,PRU,0.0197
GNW,PSA,0.0086
GNW,PSX,0.0309
GNW,PWR,0.0036
GNW,PX,0.0396
GNW,QCOM,0.0101
GNW,R,0.0005
GNW,RF,0.0287
GNW,RHI,0.0416
GNW,RL,0.0056
GNW,ROP,0.0004
GNW,ROST,0.0013
GNW,RSG,0.0011
GNW,S,0.0011
GNW,SBUX,0.0221
GNW,SCHW,0.0492
GNW,SE,0.0419
GNW,SEE,0.0070
GNW,SHW,0.0022
GNW,SJM,0.0024
GNW,SLM,0.0158
GNW,SNA,0.0023
GNW,SO,0.0031
GNW,SPG,0.0045
GNW,SRE,0.0179
GNW,STI,0.0037
GNW,STX,0.0004
GNW,STZ,0.0360
GNW,SUN,0.0029
GNW,SWK,0.0022
GNW,SYK,0.0019
GNW,T,0.0375
GNW,TDC,0.0450
GNW,TE,0.0005
GNW,TEL,0.0043
GNW,TER,0.0205
GNW,TGT,0.0483
GNW,THC,0.0021
GNW,TJX,0.0040
GNW,TMO,0.0318
GNW,TRIP,0.0468
GNW,TRV,0.0226
GNW,TXN,0.0280
GNW,TXT,0.0130
GNW,UNH,0.0131
GNW,UNM,0.0164
GNW,UNP,0.0013
GNW,UPS,0.0014
GNW,URBN,0.0151
GNW,USB,0.0150
GNW,V,0.0038
GNW,VFC,0.0153
GNW,VMC,0.0074
GNW,VNO,0.0013
GNW,VRSN,0.0083
GNW,VTR,0.0149
GNW,VZ,0.0049
GNW,WAT,0.0472
GNW,WDC,0.0055
GNW,WFC,0.0130
GNW,WHR,0.0010
GNW,WM,0.0040
GNW,WMB,0.0067
GNW,WMT,0.0061
GNW,WU,0.0347
GNW,XEL,0.0448
GNW,XRAY,0.0150
GNW,XYL,0.0378
GNW,YUM,0.0277
GNW,ZION,0.0224
GOOG,LEG,0.0161
GOOG,MCK,0.0269
GOOG,MOS,0.0180
GOOG,NBR,0.0477
GOOG,UPS,0.0285
GOOG,URBN,0.0244
GPC,HRL,0.0004
GPC,INTU,0.0220
GPC,JBL,0.0123
GPC,MMC,0.0184
GPC,MSFT,0.0306
GPC,NWL,0.0165
GPC,PCG,0.0343
GPC,PFE,0.0218
GPC,ROP,0.0048
GPC,SEE,0.0311
GPC,SNA,0.0256
GPC,SUN,0.0341
GPC,TE,0.0062
GPC,TJX,0.0443
GPC,URBN,0.0248
GPC,V,0.0408
GS,MTB,0.0293
GS,STI,0.0304
GT,IFF,0.0266
GT,K,0.0216
GT,KO,0.0401
GT,LMT,0.0066
GT,MMM,0.0154
GT,MNST,0.0412
GT,MO,0.0295
GT,NDAQ,0.0126
GT,NEE,0.0457
GT,NEM,0.0126
GT,NI,0.0447
GT,NOC,0.0398
GT,PM,0.0276
GT,PPL,0.0234
GT,PSA,0.0221
GT,SE,0.0422
GT,SRE,0.0088
GT,STT,0.0435
GT,T,0.0044
GT,TDC,0.0419
GT,TSN,0.0258
GT,WEC,0.0294
GT,XOM,0.0466
GWW,HUM,0.0024
GWW,LEN,0.0078
GWW,MA,0.0199
GWW,MAS,0.0071
GWW,NBR,0.0156
GWW,NFLX,0.0104
GWW,NU,0.0380
GWW,ORLY,0.0272
GWW,PH,0.0383
GWW,PHM,0.0495
GWW,RL,0.0127
GWW,RSG,0.0148
GWW,SYK,0.0175
GWW,V,0.0243
GWW,WM,0.0439
HAL,HP,0.0206
HAL,HPQ,0.0218
HAL,IFF,0.0436
HAL,IPG,0.0360
HAL,IRM,0.0448
HAL,ISRG,0.0423
HAL,JCI,0.0372
HAL,K,0.0325
HAL,KIM,0.0350
HAL,KMB,0.0079
HAL,KMI,0.0429
HAL,KO,0.0162
HAL,KSS,0.0442
HAL,LMT,0.0015
HAL,MAT,0.0298
HAL,MCD,0.0307
HAL,MDT,0.0086
HAL,MMM,0.0287
HAL,MO,0.0100
HAL,MSI,0.0356
HAL,MUR,0.0178
HAL,NDAQ,0.0358
HAL,NEE,0.0208
HAL,NEM,0.0451
HAL,NI,0.0127
HAL,NOC,0.0382
HAL,OMC,0.0087
HAL,OXY,0.0276
HAL,PBI,0.0327
HAL,PCG,0.0220
HAL,PEG,0.0315
HAL,PM,0.0218
HAL,PNW,0.0231
HAL,PPL,0.0153
HAL,PSA,0.0031
HAL,RHI,0.0374
HAL,SE,0.0018
HAL,SO,0.0229
HAL,SRE,0.0185
HAL,T,0.0155
HAL,THC,0.0333
HAL,TMO,0.0384
HAL,TRIP,0.0381
HAL,TXN,0.0150
HAL,UNH,0.0328
HAL,VTR,0.0099
HAL,VZ,0.0441
HAL,WEC,0.0252
HAL,WMT,0.0485
HBAN,MTB,0.0310
HBAN,NTRS,0.0354
HBAN,PFG,0.0162
HBAN,TSN,0.0457
HD,HUM,0.0330
HD,IBM,0.0060
HD,PAYX,0.0366
HD,SHW,0.0390
HD,UNP,0.0254
HIG,HUM,0.0320
HIG,OKE,0.0040
HIG,PGR,0.0445
HIG,SPG,0.0382
HIG,STI,0.0210
HON,HP,0.0381
HON,HPQ,0.0300
HON,HRB,0.0084
HON,HRL,0.0356
HON,HST,0.0455
HON,HSY,0.0226
HON,HUM,0.0104
HON,IBM,0.0257
HON,ICE,0.0289
HON,IFF,0.0010
HON,INTC,0.0285
HON,INTU,0.0437
HON,IP,0.0212
HON,IR,0.0391
HON,IRM,0.0227
HON,ISRG,0.0279
HON,IVZ,0.0196
HON,JBL,0.0450
HON,JCI,0.0194
HON,JNJ,0.0253
HON,JPM,0.0361
HON,K,0.0108
HON,KEY,0.0100
HON,KLAC,0.0354
HON,KMI,0.0174
HON,KMX,0.0388
HON,KO,0.0310
HON,KR,0.0256
HON,KSS,0.0380
HON,LEG,0.0173
HON,LEN,0.0385
HON,LLY,0.0255
HON,LNC,0.0224
HON,LOW,0.0433
HON,LUV,0.0323
HON,M,0.0341
HON,MAS,0.0461
HON,MAT,0.0053
HON,MCK,0.0306
HON,MCO,0.0367
HON,MDT,0.0302
HON,MET,0.0149
HON,MKC,0.0375
HON,MMM,0.0106
HON,MNST,0.0334
HON,MO,0.0329
HON,MOS,0.0245
HON,MS,0.0147
HON,MSFT,0.0417
HON,MSI,0.0311
HON,MTB,0.0004
HON,MU,0.0223
HON,MUR,0.0239
HON,NBR,0.0202
HON,NDAQ,0.0066
HON,NE,0.0371
HON,NEE,0.0111
HON,NEM,0.0167
HON,NFLX,0.0418
HON,NI,0.0395
HON,NKE,0.0122
HON,NOC,0.0352
HON,NOV,0.0387
HON,NRG,0.0118
HON,NSC,0.0082
HON,NTAP,0.0140
HON,NTRS,0.0071
HON,NU,0.0429
HON,NVDA,0.0186
HON,NWL,0.0359
HON,OI,0.0035
HON,OKE,0.0409
HON,ORCL,0.0473
HON,OXY,0.0187
HON,PAYX,0.0406
HON,PBI,0.0162
HON,PEG,0.0364
HON,PFE,0.0341
HON,PFG,0.0187
HON,PGR,0.0225
HON,PHM,0.0355
HON,PM,0.0333
HON,PNC,0.0045
HON,PPL,0.0183
HON,PRGO,0.0083
HON,PRU,0.0176
HON,PSA,0.0108
HON,PX,0.0247
HON,QCOM,0.0098
HON,RF,0.0011
HON,RHI,0.0140
HON,RL,0.0433
HON,ROST,0.0401
HON,RRC,0.0439
HON,RSG,0.0196
HON,S,0.0420
HON,SBUX,0.0271
HON,SCHW,0.0039
HON,SE,0.0403
HON,SEE,0.0292
HON,SHW,0.0324
HON,SJM,0.0278
HON,SLB,0.0150
HON,SLM,0.0068
HON,SO,0.0243
HON,SPG,0.0293
HON,SRE,0.0023
HON,STI,0.0074
HON,STT,0.0480
HON,STX,0.0393
HON,SUN,0.0471
HON,SYY,0.0321
HON,T,0.0134
HON,TAP,0.0262
HON,TDC,0.0058
HON,TE,0.0470
HON,TER,0.0291
HON,TGT,0.0168
HON,THC,0.0264
HON,TJX,0.0435
HON,TMO,0.0257
HON,TRIP,0.0323
HON,TROW,0.0051
HON,TRV,0.0317
HON,TSN,0.0097
HON,TXN,0.0156
HON,UNH,0.0403
HON,UPS,0.0175
HON,USB,0.0135
HON,VFC,0.0387
HON,VNO,0.0092
HON,VRSN,0.0073
HON,VTR,0.0177
HON,VZ,0.0054
HON,WAT,0.0171
HON,WDC,0.0367
HON,WEC,0.0245
HON,WFC,0.0243
HON,WHR,0.0196
HON,WM,0.0140
HON,WMB,0.0253
HON,WMT,0.0240
HON,WU,0.0368
HON,WYNN,0.0259
HON,XEL,0.0306
HON,XRAY,0.0050
HON,XRX,0.0212
HON,XYL,0.0142
HON,ZION,0.0075
HP,MCD,0.0254
HP,MDT,0.0451
HP,OMC,0.0122
HP,PCG,0.0025
HPQ,KO,0.0478
HPQ,PEG,0.0407
HPQ,SO,0.0168
HPQ,TER,0.0067
HPQ,THC,0.0079
HPQ,TXN,0.0306
HRB,PAYX,0.0258
HRB,UPS,0.0288
HRB,WMB,0.0128
HRL,JBL,0.0480
HRL,NBR,0.0220
HRL,PFE,0.0294
HRL,ROP,0.0254
HRL,TE,0.0095
HST,S,0.0071
HUM,ICE,0.0474
HUM,IR,0.0019
HUM,JPM,0.0097
HUM,KLAC,0.0417
HUM,KR,0.0333
HUM,L,0.0095
HUM,LEN,0.0148
HUM,LOW,0.0113
HUM,MA,0.0026
HUM,MAR,0.0422
HUM,MAS,0.0050
HUM,MRK,0.0348
HUM,NFLX,0.0253
HUM,OKE,0.0418
HUM,ORLY,0.0210
HUM,PH,0.0193
HUM,PWR,0.0387
HUM,RL,0.0005
HUM,RSG,0.0443
HUM,SHW,0.0380
HUM,SLM,0.0277
HUM,SPG,0.0118
HUM,STI,0.0021
HUM,SYK,0.0033
HUM,TEL,0.0231
HUM,TRV,0.0266
HUM,TXT,0.0188
HUM,UNM,0.0429
HUM,UNP,0.0468
HUM,V,0.0111
HUM,VMC,0.0266
HUM,WDC,0.0455
HUM,WFC,0.0310
HUM,WM,0.0079
HUM,XYL,0.0362
IBM,PAYX,0.0131
IBM,SHW,0.0230
IBM,UNP,0.0419
ICE,ISRG,0.0486
ICE,JPM,0.0464
ICE,PAYX,0.0410
ICE,SHW,0.0488
INTC,NEE,0.0330
INTC,NEM,0.0245
INTU,L,0.0131
INTU,MAR,0.0020
INTU,MOS,0.0389
INTU,NBR,0.0329
INTU,PSX,0.0299
INTU,ROP,0.0048
INTU,SUN,0.0044
INTU,TE,0.0094
INTU,UNP,0.0318
INTU,UPS,0.0225
INTU,URBN,0.0039
INTU,V,0.0065
IP,IRM,0.0421
IP,KMI,0.0002
IP,MO,0.0301
IP,OKE,0.0200
IP,PBI,0.0005
IP,PEG,0.0316
IP,PM,0.0239
IP,SO,0.0400
IPG,MKC,0.0449
IPG,MUR,0.0010
IPG,OXY,0.0278
IPG,PRGO,0.0464
IPG,RRC,0.0067
IPG,SJM,0.0199
IPG,WHR,0.0380
IR,JPM,0.0401
IR,KLAC,0.0123
IR,L,0.0118
IR,LEG,0.0298
IR,LLY,0.0359
IR,MA,0.0297
IR,NFLX,0.0004
IR,NU,0.0292
IR,NWSA,0.0344
IR,RL,0.0210
IR,RSG,0.0022
IR,STX,0.0249
IR,TEL,0.0382
IR,WDC,0.0203
IR,WM,0.0407
IRM,WMT,0.0056
ISRG,NRG,0.0361
ISRG,PG,0.0349
ISRG,RSG,0.0257
ISRG,THC,0.0042
ITW,JBL,0.0222
ITW,JPM,0.0356
ITW,KLAC,0.0207
ITW,KR,0.0259
ITW,L,0.0379
ITW,LEG,0.0184
ITW,LEN,0.0038
ITW,LH,0.0368
ITW,LLY,0.0168
ITW,LOW,0.0202
ITW,LRCX,0.0216
ITW,LUV,0.0469
ITW,MA,0.0096
ITW,MAR,0.0039
ITW,MAS,0.0022
ITW,MCK,0.0448
ITW,MCO,0.0282
ITW,MDT,0.0258
ITW,MMM,0.0469
ITW,MOS,0.0044
ITW,MPC,0.0422
ITW,MSFT,0.0094
ITW,MSI,0.0359
ITW,MU,0.0412
ITW,NBR,0.0007
ITW,NFLX,0.0095
ITW,NKE,0.0321
ITW,NOV,0.0227
ITW,NRG,0.0159
ITW,NTAP,0.0240
ITW,NU,0.0084
ITW,NVDA,0.0179
ITW,NWL,0.0225
ITW,NWSA,0.0343
ITW,OI,0.0270
ITW,ORLY,0.0165
ITW,OXY,0.0058
ITW,PCAR,0.0129
ITW,PEG,0.0396
ITW,PFE,0.0034
ITW,PGR,0.0212
ITW,PH,0.0118
ITW,PHM,0.0048
ITW,PNC,0.0272
ITW,PSA,0.0196
ITW,PSX,0.0351
ITW,PWR,0.0161
ITW,QCOM,0.0317
ITW,R,0.0254
ITW,RL,0.0135
ITW,ROP,0.0307
ITW,ROST,0.0256
ITW,RSG,0.0060
ITW,S,0.0013
ITW,SEE,0.0179
ITW,SHW,0.0093
ITW,SJM,0.0221
ITW,SLM,0.0263
ITW,SNA,0.0069
ITW,SO,0.0259
ITW,SPG,0.0309
ITW,STI,0.0123
ITW,STX,0.0104
ITW,STZ,0.0279
ITW,SUN,0.0103
ITW,SWK,0.0103
ITW,SYK,0.0089
ITW,TE,0.0099
ITW,THC,0.0168
ITW,TRV,0.0491
ITW,UNM,0.0121
ITW,UNP,0.0037
ITW,UPS,0.0207
ITW,URBN,0.0327
ITW,USB,0.0338
ITW,V,0.0080
ITW,VFC,0.0267
ITW,VMC,0.0119
ITW,VNO,0.0059
ITW,VRSN,0.0446
ITW,VTR,0.0486
ITW,VZ,0.0147
ITW,WDC,0.0246
ITW,WFC,0.0334
ITW,WHR,0.0152
ITW,WM,0.0092
ITW,WMB,0.0474
ITW,WMT,0.0369
ITW,WY,0.0143
IVZ,JNJ,0.0333
IVZ,K,0.0221
IVZ,KEY,0.0378
IVZ,KIM,0.0274
IVZ,KO,0.0476
IVZ,LMT,0.0499
IVZ,MTB,0.0299
IVZ,NDAQ,0.0367
IVZ,NEE,0.0161
IVZ,NEM,0.0445
IVZ,NOC,0.0449
IVZ,NSC,0.0332
IVZ,NTRS,0.0090
IVZ,PPL,0.0290
IVZ,PSA,0.0353
IVZ,RF,0.0102
IVZ,RRC,0.0276
IVZ,SCHW,0.0446
IVZ,SEE,0.0335
IVZ,SRE,0.0164
IVZ,STT,0.0450
IVZ,SYY,0.0299
IVZ,T,0.0431
IVZ,TMO,0.0320
IVZ,TSN,0.0099
IVZ,USB,0.0421
IVZ,WAT,0.0235
IVZ,WEC,0.0180
IVZ,XEL,0.0401
IVZ,ZION,0.0471
JBL,PFE,0.0179
JBL,SEE,0.0168
JCI,TXN,0.0280
JPM,KLAC,0.0036
JPM,LEG,0.0165
JPM,LEN,0.0461
JPM,LLY,0.0363
JPM,MAS,0.0444
JPM,NFLX,0.0020
JPM,NKE,0.0444
JPM,NRG,0.0279
JPM,NTAP,0.0256
JPM,NU,0.0165
JPM,NVDA,0.0126
JPM,OI,0.0418
JPM,RL,0.0277
JPM,RSG,0.0010
JPM,STI,0.0196
JPM,STX,0.0066
